Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,709.43,719.01,982.3,1060.39,1142.9,1100.43,1032.67,1278.21,1260.65,1102.53,RGL
Raw Material Cost,627.64,534.73,810.17,844.94,987.38,880.37,875.35,1084.24,932.54,930.84,RGL
Change in Inventory,109.51,-28.55,62.11,-34.8,41.7,-32.73,36.87,51.69,-86.14,29.25,RGL
Power and Fuel,4.66,5.58,7.29,6.87,7.77,7.3,7.53,7.92,8.49,5.85,RGL
Other Mfr. Exp,18.73,37.06,70.11,72.51,79.31,78.41,86.46,93.19,104.01,82.41,RGL
Employee Cost,62.98,58.35,47.23,38.75,33.41,34.55,41.12,35.92,38.76,30.6,RGL
Selling and admin,3.86,4.07,5.2,5.28,6.25,7.17,6.8,7.15,6.55,7.89,RGL
Other Expenses,41.02,15.35,57.24,16.27,19.89,17.05,17.78,42.89,24.44,23.32,RGL
Other Income,1.03,0.73,0.65,16.44,2.5,16.02,23.81,-0.95,5.1,-0.84,RGL
Depreciation,6.27,6.84,6.86,10.99,7.68,8.14,8.86,8.83,10.99,10.81,RGL
Interest,10.19,9.63,8.12,9.2,6.34,12.32,13.62,13.46,14.12,13.53,RGL
Profit before tax,44.62,19.58,32.84,37.22,39.07,38.41,35.83,35.35,39.71,25.69,RGL
Tax,3.45,6.21,5.73,2.77,5.61,8.63,7.83,8.81,7.9,6.48,RGL
Net profit,41.17,13.37,27.11,34.45,33.47,29.78,27.99,26.54,31.8,19.21,RGL
