Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,25.16,25.16,25.16,25.16,25.16,25.16,25.16,25.16,25.16,23.19,SREEL
Reserves,149.27,155.91,162.26,170.7,182.0,204.08,229.9,264.24,298.6,290.74,SREEL
Borrowings,0.02,0.02,0.01,0.01,2.77,2.77,1.1,1.19,0.14,3.0,SREEL
Other Liabilities,7.05,8.88,20.7,10.94,11.94,14.94,32.26,26.03,14.65,13.22,SREEL
Total,181.5,189.97,208.13,206.81,221.87,246.95,288.42,316.62,338.55,330.15,SREEL
Net Block,158.38,157.59,157.06,160.48,159.25,158.1,156.92,151.01,150.1,152.11,SREEL
Capital Work in Progress,3.16,4.16,4.47,,,,,,,,SREEL
Investments,6.37,11.89,29.97,28.85,27.62,63.9,76.99,129.7,167.21,159.45,SREEL
Other Assets,13.59,16.33,16.63,17.48,35.0,24.95,54.51,35.91,21.24,18.59,SREEL
Total,181.5,189.97,208.13,206.81,221.87,246.95,288.42,316.62,338.55,330.15,SREEL
Receivables,2.56,2.84,2.32,0.59,0.14,0.73,0.44,0.25,0.7,0.39,SREEL
Inventory,3.33,4.31,4.44,6.64,8.28,9.53,10.59,14.36,14.38,11.25,SREEL
Cash & Bank,3.95,4.79,5.43,5.4,18.06,5.75,26.21,7.02,4.62,4.97,SREEL
No. of Equity Shares,25155012.0,25155012.0,25155012.0,25155012.0,25155012.0,25155012.0,25155012.0,25155012.0,25155012.0,23194116.0,SREEL
New Bonus Shares,,,,,,,,,,,SREEL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SREEL
