Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,TIRUMALCHM
Reserves,106.29,127.7,132.14,140.74,173.62,356.7,504.24,571.72,545.17,714.4,TIRUMALCHM
Borrowings,222.66,250.87,161.83,83.09,28.12,,,49.88,138.76,125.18,TIRUMALCHM
Other Liabilities,308.91,277.48,289.84,183.16,177.9,284.78,141.92,291.28,294.05,269.38,TIRUMALCHM
Total,648.1,666.29,594.05,417.23,389.88,651.72,656.4,923.12,988.22,1119.2,TIRUMALCHM
Net Block,100.47,92.29,77.01,74.37,79.22,145.81,147.22,171.23,328.69,317.34,TIRUMALCHM
Capital Work in Progress,2.7,0.54,3.16,0.37,5.61,9.34,38.93,159.33,70.79,107.95,TIRUMALCHM
Investments,32.52,32.52,32.52,32.49,32.49,79.44,172.65,218.94,118.68,210.47,TIRUMALCHM
Other Assets,512.41,540.94,481.36,310.0,272.56,417.13,297.6,373.62,470.06,483.44,TIRUMALCHM
Total,648.1,666.29,594.05,417.23,389.88,651.72,656.4,923.12,988.22,1119.2,TIRUMALCHM
Receivables,256.02,253.56,190.65,136.52,110.1,112.76,71.2,78.14,64.21,49.95,TIRUMALCHM
Inventory,142.13,188.05,190.23,70.65,59.32,131.66,114.29,174.81,132.67,109.47,TIRUMALCHM
Cash & Bank,11.65,10.98,18.91,8.43,11.3,32.99,44.23,35.03,185.01,257.62,TIRUMALCHM
No. of Equity Shares,10238812.0,10241062.0,10241062.0,10241062.0,10241062.0,10242812.0,10242812.0,102428120.0,102428120.0,102428120.0,TIRUMALCHM
New Bonus Shares,,,,,,,,,,,TIRUMALCHM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,TIRUMALCHM
