Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1406.46,1679.86,1797.85,1583.26,1990.01,2058.87,2355.12,2965.6,3422.49,2818.9,COCHINSHIP
Raw Material Cost,669.62,879.32,775.75,1000.81,1054.32,1008.73,1165.66,1504.29,1796.0,1219.82,COCHINSHIP
Change in Inventory,-17.0,53.05,-40.22,19.23,16.44,13.96,-25.1,,,,COCHINSHIP
Power and Fuel,18.01,22.63,25.63,24.61,27.82,28.49,26.88,30.83,31.7,35.65,COCHINSHIP
Other Mfr. Exp,247.59,234.96,214.29,200.25,242.43,363.68,277.01,424.71,409.64,377.38,COCHINSHIP
Employee Cost,174.99,188.81,209.19,212.85,209.08,217.27,271.4,277.56,305.67,291.58,COCHINSHIP
Selling and admin,46.36,30.65,41.21,42.76,43.61,44.97,45.71,58.13,45.43,47.91,COCHINSHIP
Other Expenses,33.93,23.95,74.43,31.26,36.68,20.1,78.13,96.23,119.81,119.29,COCHINSHIP
Other Income,67.19,86.68,61.0,77.11,106.8,154.48,189.01,227.11,247.48,193.85,COCHINSHIP
Depreciation,22.43,18.8,25.32,37.7,37.19,38.51,37.51,34.16,48.73,53.07,COCHINSHIP
Interest,13.12,23.13,19.77,18.92,12.46,12.16,11.87,15.43,49.56,57.46,COCHINSHIP
Profit before tax,230.6,397.34,433.04,110.44,449.66,493.4,604.86,751.37,863.43,810.59,COCHINSHIP
Tax,75.27,130.99,151.26,41.16,157.9,171.85,208.11,270.2,225.74,200.48,COCHINSHIP
Net profit,155.33,266.35,281.77,69.28,291.75,321.55,396.75,481.18,637.69,610.1,COCHINSHIP
