Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,53112.09,51538.79,56524.52,56941.64,63177.26,65723.86,74462.55,82287.42,82383.65,73315.59,LT
Raw Material Cost,24988.94,23565.16,24031.75,25220.37,27331.7,27254.72,31710.81,36101.68,34974.65,29347.0,LT
Change in Inventory,539.77,1090.87,-110.03,215.61,-76.57,-131.59,1047.41,1126.17,64.01,-342.53,LT
Power and Fuel,687.89,615.14,656.73,685.6,977.38,1100.75,1014.92,1735.16,1755.52,1381.01,LT
Other Mfr. Exp,14111.81,15732.14,17462.75,17502.33,20191.65,22871.19,26741.0,29704.5,29985.1,26762.68,LT
Employee Cost,3666.39,3899.26,4657.16,4162.98,4975.39,5148.2,5615.51,5735.2,5957.7,5486.55,LT
Selling and admin,2928.33,2642.42,2394.63,2354.57,2322.15,1533.68,1615.73,1781.94,1755.97,1395.24,LT
Other Expenses,884.68,601.25,412.21,583.09,1129.4,1145.37,1027.56,612.83,1079.09,1265.43,LT
Other Income,1393.28,2667.8,2469.39,2640.53,2766.32,2808.93,2043.2,4896.6,4072.63,9267.27,LT
Depreciation,699.46,727.74,792.42,1008.15,997.4,1215.19,1049.46,999.55,1020.51,1025.62,LT
Interest,767.31,1055.9,1208.32,1579.47,1686.32,1374.26,1515.79,1876.81,2368.07,2488.55,LT
Profit before tax,6310.33,6458.45,7267.91,6701.22,6255.62,6757.84,7262.38,9762.52,7623.68,13088.25,LT
Tax,1853.83,1547.8,1774.78,1645.04,1256.04,1304.1,1875.08,2271.13,944.47,1751.28,LT
Net profit,4456.5,4910.65,5493.13,5056.18,4999.58,5453.74,5387.3,7491.39,6679.21,11336.97,LT
