Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,23.46,23.46,23.46,23.46,23.46,23.46,23.46,23.46,23.46,23.46,AARVEEDEN
Reserves,191.33,233.72,234.23,232.49,240.43,242.64,248.23,249.67,207.53,144.17,AARVEEDEN
Borrowings,367.45,383.77,395.65,370.32,382.15,355.15,379.32,434.22,418.97,432.69,AARVEEDEN
Other Liabilities,122.85,108.96,140.62,144.59,178.47,210.15,267.67,241.38,192.84,110.32,AARVEEDEN
Total,705.09,749.91,793.96,770.86,824.51,831.4,918.68,948.73,842.8,710.64,AARVEEDEN
Net Block,384.06,395.03,400.7,372.07,366.9,374.67,362.73,388.97,350.38,273.64,AARVEEDEN
Capital Work in Progress,7.94,7.63,0.16,2.21,0.67,5.39,,,,,AARVEEDEN
Investments,,,,,,,0.01,0.01,,,AARVEEDEN
Other Assets,313.09,347.25,393.1,396.58,456.94,451.34,555.94,559.75,492.42,437.0,AARVEEDEN
Total,705.09,749.91,793.96,770.86,824.51,831.4,918.68,948.73,842.8,710.64,AARVEEDEN
Receivables,134.62,135.9,176.1,173.07,212.29,240.02,295.15,287.59,234.61,208.13,AARVEEDEN
Inventory,123.47,176.62,183.95,166.93,176.63,158.66,199.85,223.24,221.94,153.93,AARVEEDEN
Cash & Bank,30.77,11.29,7.2,11.35,14.37,18.72,23.08,17.54,11.13,19.9,AARVEEDEN
No. of Equity Shares,23459800.0,23459800.0,23459800.0,23459800.0,23459800.0,23459800.0,23459800.0,23459800.0,23459800.0,23459800.0,AARVEEDEN
New Bonus Shares,,,,,,,,,,,AARVEEDEN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AARVEEDEN
