Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,2781.61,2854.12,2893.16,2881.57,2832.32,2994.7,3193.19,3162.65,4022.65,3976.15,ICICIGI
Expenses,2315.81,2397.19,2524.97,2597.91,2313.13,2452.54,2780.64,3178.12,3775.04,3388.4,ICICIGI
Other Income,9.47,4.13,21.73,86.98,11.85,12.41,5.68,465.58,10.65,6.12,ICICIGI
Depreciation,,,,,,,,,,,ICICIGI
Interest,,,,,,,,,,,ICICIGI
Profit before tax,475.27,461.06,389.92,370.64,531.04,554.57,418.23,450.11,258.26,593.87,ICICIGI
Tax,165.46,153.15,95.81,88.71,132.94,138.83,104.7,104.43,63.96,147.2,ICICIGI
Net profit,309.81,307.91,294.11,281.93,398.1,415.74,313.53,345.68,194.3,446.67,ICICIGI
Operating Profit,465.8,456.93,368.19,283.66,519.19,542.16,412.55,-15.47,247.61,587.75,ICICIGI
