Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,190.38,186.37,235.31,205.87,197.31,192.05,203.54,231.39,232.5,232.77,CELEBRITY
Raw Material Cost,120.19,104.47,142.24,107.94,109.94,97.76,109.02,124.69,130.96,139.65,CELEBRITY
Change in Inventory,6.77,-6.33,4.42,-0.62,8.33,-2.28,0.29,2.92,10.11,1.87,CELEBRITY
Power and Fuel,4.43,4.72,4.75,3.97,3.81,3.63,3.54,3.37,3.47,2.85,CELEBRITY
Other Mfr. Exp,16.24,8.36,13.78,7.23,8.54,11.19,8.3,13.58,10.41,17.72,CELEBRITY
Employee Cost,34.74,40.13,48.18,54.37,53.67,51.95,54.35,55.25,60.44,55.37,CELEBRITY
Selling and admin,11.14,15.52,14.71,18.23,17.91,16.21,16.47,17.24,11.74,8.72,CELEBRITY
Other Expenses,3.24,3.54,6.02,3.25,3.03,1.95,2.0,4.13,7.24,4.25,CELEBRITY
Other Income,2.68,2.96,11.33,3.58,29.36,-6.33,2.65,0.31,15.85,0.88,CELEBRITY
Depreciation,7.16,6.59,5.07,6.8,8.05,7.03,6.89,5.85,9.3,6.73,CELEBRITY
Interest,16.36,4.35,7.97,9.33,8.65,6.59,6.79,7.27,8.06,5.8,CELEBRITY
Profit before tax,-13.67,-4.68,8.34,-2.29,21.4,-12.87,-0.88,3.24,16.84,-5.57,CELEBRITY
Tax,,,,,,,,,,,CELEBRITY
Net profit,-13.67,-4.68,8.34,-2.29,21.4,-12.87,-0.88,3.24,16.84,-5.57,CELEBRITY
