Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.88,5.88,5.88,5.88,5.88,5.73,5.73,5.73,5.73,5.73,AMBIKCO
Reserves,190.01,214.51,254.06,295.33,329.17,368.97,423.08,468.9,500.34,559.48,AMBIKCO
Borrowings,152.2,93.75,100.25,62.63,19.71,8.53,28.43,88.67,69.43,0.1,AMBIKCO
Other Liabilities,89.97,108.38,94.58,86.02,69.3,92.79,107.32,49.94,50.68,63.82,AMBIKCO
Total,438.06,422.52,454.77,449.86,424.06,476.02,564.56,613.24,626.18,629.13,AMBIKCO
Net Block,310.12,291.31,288.86,269.97,255.14,253.93,259.01,260.16,246.39,244.55,AMBIKCO
Capital Work in Progress,,0.36,1.0,0.01,,,0.31,1.16,6.18,3.86,AMBIKCO
Investments,0.05,0.06,0.07,0.08,0.11,0.26,0.31,0.33,0.2,0.39,AMBIKCO
Other Assets,127.89,130.79,164.84,179.8,168.81,221.83,304.93,351.59,373.41,380.33,AMBIKCO
Total,438.06,422.52,454.77,449.86,424.06,476.02,564.56,613.24,626.18,629.13,AMBIKCO
Receivables,10.53,6.53,5.7,6.04,18.5,41.04,13.6,12.55,18.13,13.47,AMBIKCO
Inventory,82.72,92.18,132.9,144.53,124.17,151.5,239.93,271.89,302.74,313.2,AMBIKCO
Cash & Bank,2.04,1.53,2.74,2.84,4.78,11.32,4.92,21.81,7.22,2.18,AMBIKCO
No. of Equity Shares,5875000.0,5875000.0,5875000.0,5875000.0,5875000.0,5725000.0,5725000.0,5725000.0,5725000.0,5725000.0,AMBIKCO
New Bonus Shares,,,,,,,,,,,AMBIKCO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AMBIKCO
