Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,19.53,23.03,36.35,39.0,39.0,42.07,45.58,47.77,47.77,47.77,CELEBRITY
Reserves,-63.36,-68.05,-59.71,-63.12,-41.72,-55.84,-56.65,-54.02,-38.1,-44.13,CELEBRITY
Borrowings,140.9,144.38,93.05,80.32,69.79,93.16,71.6,64.91,57.49,62.02,CELEBRITY
Other Liabilities,43.49,36.62,70.05,60.38,64.18,38.92,67.21,75.2,77.92,91.83,CELEBRITY
Total,140.56,135.98,139.74,116.58,131.25,118.31,127.74,133.86,145.08,157.49,CELEBRITY
Net Block,74.49,69.3,65.41,58.51,45.96,40.21,34.47,30.04,39.3,27.7,CELEBRITY
Capital Work in Progress,,,,,,,,,,,CELEBRITY
Investments,0.05,0.05,0.05,,,,,,,,CELEBRITY
Other Assets,66.02,66.63,74.28,58.07,85.29,78.1,93.27,103.82,105.78,129.79,CELEBRITY
Total,140.56,135.98,139.74,116.58,131.25,118.31,127.74,133.86,145.08,157.49,CELEBRITY
Receivables,24.28,35.21,35.12,18.27,36.11,25.4,36.11,34.08,29.57,54.52,CELEBRITY
Inventory,26.13,15.37,24.18,26.78,36.06,38.43,40.43,49.81,57.26,59.61,CELEBRITY
Cash & Bank,7.11,4.66,2.79,2.19,1.91,1.89,2.23,3.79,3.3,0.89,CELEBRITY
No. of Equity Shares,19534665.0,23034700.0,36353800.0,39003765.0,39003765.0,42071249.0,45576945.0,47768005.0,47768005.0,47768005.0,CELEBRITY
New Bonus Shares,,,,,,,,,,,CELEBRITY
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CELEBRITY
