Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1352.15,1555.78,1965.39,2775.37,3168.61,3948.95,6379.31,1449.77,623.35,227.44,VAKRANGEE
Raw Material Cost,1025.45,1043.11,1293.35,1999.59,2286.02,9.93,20.11,23.39,25.64,9.49,VAKRANGEE
Change in Inventory,1.08,16.1,-11.63,0.65,-1.14,4.92,6.78,-10.03,4.26,-2.81,VAKRANGEE
Power and Fuel,0.33,0.36,0.37,0.36,0.44,0.5,0.79,0.92,0.91,0.54,VAKRANGEE
Other Mfr. Exp,23.43,105.05,62.46,19.74,22.28,2937.32,5056.74,1326.02,483.23,140.45,VAKRANGEE
Employee Cost,13.08,25.93,27.11,20.43,26.35,44.52,70.43,92.13,73.82,33.48,VAKRANGEE
Selling and admin,52.07,13.52,14.87,14.48,16.25,21.75,23.49,26.92,26.02,16.79,VAKRANGEE
Other Expenses,0.9,0.09,0.65,3.61,5.6,13.53,234.36,-0.54,2.45,9.86,VAKRANGEE
Other Income,4.23,7.42,9.21,9.56,12.03,16.12,33.83,79.91,81.03,68.15,VAKRANGEE
Depreciation,87.4,156.94,180.32,164.35,163.53,72.96,4.16,8.71,14.86,14.78,VAKRANGEE
Interest,55.25,85.84,77.88,74.92,56.2,49.79,7.87,,,,VAKRANGEE
Profit before tax,99.55,148.46,305.96,488.1,602.83,819.69,1001.97,42.1,81.71,67.39,VAKRANGEE
Tax,32.04,39.18,106.97,167.53,211.25,296.75,339.35,21.91,17.18,16.03,VAKRANGEE
Net profit,67.51,109.27,199.0,320.57,391.58,522.95,662.62,20.18,64.52,51.36,VAKRANGEE
