Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,51.42,KEC
Reserves,947.84,925.21,980.78,1059.47,1330.84,1604.32,1987.23,2442.92,2786.76,3468.37,KEC
Borrowings,678.74,1095.86,1423.3,1541.53,2564.3,1464.98,1333.97,1577.42,2199.94,1784.63,KEC
Other Liabilities,2869.6,3104.61,3575.48,3493.01,4042.8,4568.9,6362.15,7028.47,7082.02,8143.07,KEC
Total,4547.6,5177.1,6030.98,6145.43,7989.36,7689.62,9734.77,11100.23,12120.14,13447.49,KEC
Net Block,699.31,860.67,816.9,724.39,757.16,712.38,685.99,727.73,756.85,708.88,KEC
Capital Work in Progress,107.69,21.31,9.02,12.42,6.64,4.23,70.91,5.27,8.64,17.85,KEC
Investments,6.21,6.37,6.38,6.57,80.7,122.33,317.66,435.98,615.52,806.9,KEC
Other Assets,3734.39,4288.75,5198.68,5402.05,7144.86,6850.68,8660.21,9931.25,10739.13,11913.86,KEC
Total,4547.6,5177.1,6030.98,6145.43,7989.36,7689.62,9734.77,11100.23,12120.14,13447.49,KEC
Receivables,2214.24,2622.66,3335.72,3226.57,4384.26,3948.84,4835.25,4734.49,5223.41,5211.77,KEC
Inventory,318.02,285.5,333.34,371.99,252.7,269.76,447.9,469.23,597.16,680.55,KEC
Cash & Bank,94.13,61.9,90.24,126.13,68.89,155.47,214.34,247.34,96.19,182.1,KEC
No. of Equity Shares,257088370.0,257088370.0,550000000.0,257088370.0,257088370.0,257088370.0,257088370.0,257088370.0,257088370.0,257088370.0,KEC
New Bonus Shares,,,,,,,,,,,KEC
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,KEC
