Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,5.77,EIMCOELECO
Reserves,151.79,164.22,181.68,199.11,251.22,272.69,285.83,305.6,310.13,318.49,EIMCOELECO
Borrowings,,,,,,,0.62,1.63,2.52,1.69,EIMCOELECO
Other Liabilities,27.02,25.13,37.31,38.99,40.23,32.29,42.78,37.05,32.0,40.65,EIMCOELECO
Total,184.58,195.12,224.76,243.87,297.22,310.75,335.0,350.05,350.42,366.6,EIMCOELECO
Net Block,22.06,16.69,16.53,28.1,65.04,67.55,76.58,74.49,78.34,86.87,EIMCOELECO
Capital Work in Progress,0.06,2.11,0.96,0.04,0.16,,0.73,9.22,10.72,0.4,EIMCOELECO
Investments,49.75,62.19,70.81,75.19,126.21,143.23,142.5,149.27,152.59,154.66,EIMCOELECO
Other Assets,112.71,114.13,136.46,140.54,105.81,99.97,115.19,117.07,108.77,124.67,EIMCOELECO
Total,184.58,195.12,224.76,243.87,297.22,310.75,335.0,350.05,350.42,366.6,EIMCOELECO
Receivables,50.71,48.23,95.72,88.41,51.8,48.9,60.13,60.7,30.86,61.47,EIMCOELECO
Inventory,42.26,54.26,25.34,30.93,37.71,34.19,39.25,40.16,52.7,37.19,EIMCOELECO
Cash & Bank,4.36,3.6,3.96,4.25,1.52,2.43,4.18,3.73,6.93,9.61,EIMCOELECO
No. of Equity Shares,5768385.0,5768386.0,5768386.0,5768386.0,5768387.0,5768386.0,5768386.0,5768385.0,5768385.0,5768385.0,EIMCOELECO
New Bonus Shares,,,,,,,,,,,EIMCOELECO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,EIMCOELECO
