Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3707.18,2779.59,3310.26,2576.87,2969.09,2479.32,2688.93,3073.64,2710.84,2144.03,MANGCHEFER
Raw Material Cost,2759.38,1843.55,2180.07,2006.37,2114.96,677.03,723.96,2314.58,1626.33,1356.82,MANGCHEFER
Change in Inventory,68.46,18.11,-65.74,141.36,-104.72,7.46,113.9,98.71,-220.57,-13.12,MANGCHEFER
Power and Fuel,393.46,435.1,458.43,240.95,207.13,179.67,228.47,284.38,293.68,253.46,MANGCHEFER
Other Mfr. Exp,170.44,137.9,37.88,37.77,259.81,1347.54,1524.76,238.19,198.49,178.31,MANGCHEFER
Employee Cost,59.33,65.09,63.15,63.39,68.06,68.98,68.46,70.95,71.09,68.2,MANGCHEFER
Selling and admin,5.4,7.99,160.69,33.81,22.31,20.27,17.24,16.94,18.01,14.83,MANGCHEFER
Other Expenses,191.85,133.3,123.74,172.5,79.91,19.5,82.42,56.15,75.79,51.03,MANGCHEFER
Other Income,12.95,10.45,4.2,9.89,-213.21,7.89,38.82,8.78,20.41,24.44,MANGCHEFER
Depreciation,29.1,29.01,28.76,28.66,32.32,35.27,36.99,38.78,45.37,50.31,MANGCHEFER
Interest,77.16,86.97,102.45,126.38,114.74,116.29,84.3,111.02,111.48,76.83,MANGCHEFER
Profit before tax,102.47,69.24,93.55,18.29,-248.08,30.12,75.05,50.14,70.44,105.56,MANGCHEFER
Tax,33.37,2.67,22.62,-19.25,-7.96,10.7,14.46,17.26,5.88,38.46,MANGCHEFER
Net profit,69.1,66.57,70.93,37.54,-240.13,19.41,60.58,32.88,64.55,67.1,MANGCHEFER
