Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,567.66,724.87,1061.7,1115.16,1252.08,1644.87,2210.21,2525.77,3671.5,5674.6,DIXON
Raw Material Cost,487.79,648.8,985.5,1031.48,1109.87,1412.64,1925.17,2183.25,3212.11,5060.7,DIXON
Change in Inventory,4.71,-0.67,1.92,8.97,-2.27,19.17,29.68,5.0,31.57,-1.19,DIXON
Power and Fuel,3.87,4.44,4.33,4.41,5.6,10.58,14.04,17.43,20.39,24.07,DIXON
Other Mfr. Exp,25.1,30.45,21.64,25.0,31.33,73.05,93.17,84.27,109.86,130.88,DIXON
Employee Cost,34.92,17.58,27.62,32.1,48.91,58.88,69.08,79.07,108.82,125.62,DIXON
Selling and admin,10.95,3.75,2.02,2.64,5.44,11.52,17.57,23.15,22.36,35.45,DIXON
Other Expenses,6.04,3.92,4.16,5.46,19.35,12.13,14.22,18.05,25.52,23.18,DIXON
Other Income,1.54,0.46,8.34,1.45,25.85,0.4,3.21,4.18,8.91,2.06,DIXON
Depreciation,4.17,3.89,4.43,5.4,6.48,10.03,14.35,20.04,31.78,38.46,DIXON
Interest,8.52,8.39,8.27,6.09,7.19,15.01,13.18,25.58,38.73,30.95,DIXON
Profit before tax,-7.45,3.44,13.99,13.0,41.49,60.6,82.32,84.11,142.41,206.16,DIXON
Tax,-1.49,1.5,3.02,3.18,5.09,16.87,25.32,27.74,31.8,54.19,DIXON
Net profit,-5.97,1.93,10.97,9.81,36.4,43.73,57.01,56.37,110.6,151.97,DIXON
