Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,99.94,95.6,111.6,126.62,119.0,125.41,145.81,175.99,180.59,146.89,KDDL
Raw Material Cost,26.79,26.96,26.68,29.77,26.65,29.29,36.91,44.5,45.22,35.23,KDDL
Change in Inventory,0.46,1.18,-1.05,0.3,0.67,0.59,3.26,-0.07,0.13,-2.45,KDDL
Power and Fuel,2.51,2.99,3.08,3.41,3.38,3.35,3.88,4.44,4.61,3.71,KDDL
Other Mfr. Exp,10.57,13.27,11.17,17.59,16.71,16.25,20.89,25.45,26.69,18.04,KDDL
Employee Cost,29.34,31.35,35.17,35.67,36.71,39.48,42.7,49.2,55.54,49.84,KDDL
Selling and admin,9.23,8.86,13.27,14.1,13.78,13.59,13.93,16.38,13.27,9.89,KDDL
Other Expenses,0.32,1.22,0.92,1.52,1.46,2.44,3.33,3.48,5.52,3.51,KDDL
Other Income,1.24,0.31,0.59,1.0,1.84,2.72,4.8,3.87,5.27,2.52,KDDL
Depreciation,4.35,5.68,5.93,7.39,6.89,7.25,7.4,7.76,11.93,11.95,KDDL
Interest,5.08,7.1,8.19,8.06,6.22,5.52,4.83,6.28,9.32,9.63,KDDL
Profit before tax,13.45,-0.34,6.73,10.41,9.71,11.55,20.0,22.3,13.89,5.16,KDDL
Tax,4.64,0.02,2.5,3.89,3.14,4.04,5.93,6.55,4.76,1.76,KDDL
Net profit,8.81,-0.36,4.24,6.51,6.58,7.52,14.07,15.75,9.12,3.39,KDDL
