Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,277.76,267.14,254.22,237.23,273.19,309.69,360.05,437.47,408.93,407.2,APCL
Raw Material Cost,24.97,29.49,41.99,25.0,29.04,34.53,39.12,93.02,98.04,70.1,APCL
Change in Inventory,-8.09,8.76,-4.02,-5.26,-7.17,3.13,1.43,0.79,-1.3,-2.14,APCL
Power and Fuel,89.03,98.81,102.95,80.81,76.8,95.1,114.35,129.08,103.42,94.83,APCL
Other Mfr. Exp,24.56,27.28,16.47,24.27,26.79,25.41,116.91,123.75,90.09,86.89,APCL
Employee Cost,12.46,13.42,14.47,15.02,16.72,15.03,18.04,19.76,22.39,21.32,APCL
Selling and admin,71.57,73.82,70.51,53.95,29.31,54.75,7.49,10.08,7.97,7.68,APCL
Other Expenses,-18.23,-19.71,-17.78,-19.26,5.07,5.83,6.14,6.19,5.74,8.76,APCL
Other Income,0.5,0.89,2.12,0.4,0.71,1.52,1.25,1.12,3.95,6.95,APCL
Depreciation,13.83,14.34,14.91,10.59,23.12,17.06,18.75,19.13,20.04,20.26,APCL
Interest,33.77,34.71,35.88,28.02,15.84,9.44,6.25,1.72,0.33,0.65,APCL
Profit before tax,18.21,4.63,-27.08,13.97,44.04,57.19,35.68,36.65,63.56,101.52,APCL
Tax,2.41,1.54,-7.73,-2.74,24.25,12.31,12.24,13.49,23.21,16.54,APCL
Net profit,15.8,3.09,-19.35,16.71,19.79,44.88,23.44,23.16,40.35,84.98,APCL
