Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,45.55,45.55,45.55,45.55,45.55,48.05,48.05,48.05,48.05,48.05,NDL
Reserves,113.38,138.04,170.96,213.33,267.88,389.56,426.37,442.6,442.23,422.98,NDL
Borrowings,285.33,401.55,451.7,470.86,510.84,637.7,640.28,603.3,521.63,552.33,NDL
Other Liabilities,81.7,92.3,123.5,130.13,193.46,204.86,230.59,169.84,200.69,159.86,NDL
Total,525.96,677.44,791.71,859.87,1017.73,1280.17,1345.29,1263.79,1212.6,1183.22,NDL
Net Block,301.37,341.19,452.35,436.64,479.87,797.5,736.85,632.35,584.13,502.56,NDL
Capital Work in Progress,4.67,54.06,,10.79,90.36,6.36,,14.94,,2.08,NDL
Investments,0.28,0.37,4.16,7.35,7.32,1.53,1.42,1.29,1.21,0.29,NDL
Other Assets,219.64,281.82,335.2,405.09,440.18,474.78,607.02,615.21,627.26,678.29,NDL
Total,525.96,677.44,791.71,859.87,1017.73,1280.17,1345.29,1263.79,1212.6,1183.22,NDL
Receivables,69.47,91.17,121.42,147.23,122.24,135.2,272.45,274.05,319.19,278.41,NDL
Inventory,98.42,119.76,138.5,140.93,195.11,216.22,247.5,217.1,163.11,205.48,NDL
Cash & Bank,15.5,19.93,26.07,60.1,64.9,68.54,27.03,18.74,26.04,30.32,NDL
No. of Equity Shares,45549056.0,45549056.0,45549056.0,45549056.0,45549056.0,48049056.0,48049056.0,48049056.0,48049056.0,48049056.0,NDL
New Bonus Shares,,,,,,,,,,,NDL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,NDL
