Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,19.44,18.17,COSMOFILMS
Reserves,338.83,349.49,355.85,391.3,478.67,557.1,617.64,684.31,725.99,816.11,COSMOFILMS
Borrowings,332.16,457.9,561.2,467.47,401.62,603.61,710.68,741.84,720.88,709.71,COSMOFILMS
Other Liabilities,148.46,176.03,204.24,209.21,264.91,334.33,340.5,347.22,349.89,481.53,COSMOFILMS
Total,838.89,1002.86,1140.73,1087.42,1164.64,1514.48,1688.26,1792.81,1816.2,2025.52,COSMOFILMS
Net Block,373.07,373.62,575.04,536.42,585.29,900.28,934.97,946.71,976.21,967.35,COSMOFILMS
Capital Work in Progress,3.8,157.7,1.58,14.04,12.03,8.59,12.39,39.96,15.96,16.45,COSMOFILMS
Investments,120.99,165.99,166.28,168.58,197.26,115.39,173.21,192.62,260.91,339.43,COSMOFILMS
Other Assets,341.03,305.55,397.83,368.38,370.06,490.22,567.69,613.52,563.12,702.29,COSMOFILMS
Total,838.89,1002.86,1140.73,1087.42,1164.64,1514.48,1688.26,1792.81,1816.2,2025.52,COSMOFILMS
Receivables,104.99,114.5,136.36,157.52,119.05,204.83,209.05,206.05,168.39,186.36,COSMOFILMS
Inventory,96.71,79.57,137.16,98.4,107.53,153.55,184.46,171.78,170.6,271.56,COSMOFILMS
Cash & Bank,38.96,13.88,44.24,13.34,17.9,18.0,35.44,72.07,38.12,46.82,COSMOFILMS
No. of Equity Shares,19440076.0,19440100.0,19440100.0,19440076.0,19440076.0,19440076.0,19440076.0,19440076.0,19440076.0,18172715.0,COSMOFILMS
New Bonus Shares,,,,,,,,,,,COSMOFILMS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,COSMOFILMS
