Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Sales,431.89,439.78,386.0,1642.05,1330.9,1611.3,1960.7,3146.2,2894.5,2144.8,MAHINDCIE
Raw Material Cost,233.68,242.62,200.28,902.03,626.73,832.2,1050.8,1717.8,1424.7,1018.6,MAHINDCIE
Change in Inventory,-10.33,9.47,-2.91,0.33,-3.14,-4.7,12.7,109.0,-31.4,14.9,MAHINDCIE
Power and Fuel,42.95,37.75,33.68,115.07,90.01,119.0,137.4,185.2,186.7,156.5,MAHINDCIE
Other Mfr. Exp,56.77,52.82,44.79,204.53,271.3,189.8,207.4,361.1,348.5,294.6,MAHINDCIE
Employee Cost,29.34,30.66,34.54,188.62,150.5,222.7,245.8,362.8,383.4,371.2,MAHINDCIE
Selling and admin,13.51,15.98,12.34,74.44,32.48,42.1,31.7,61.8,57.7,45.5,MAHINDCIE
Other Expenses,4.56,2.61,5.05,22.98,55.62,53.9,104.1,143.8,116.7,71.2,MAHINDCIE
Other Income,1.45,3.97,6.45,19.94,5.91,11.6,5.3,-102.4,44.5,19.7,MAHINDCIE
Depreciation,23.91,27.44,28.29,68.87,53.83,71.0,75.9,102.0,112.7,108.4,MAHINDCIE
Interest,11.51,5.8,3.81,15.51,3.26,8.6,10.8,6.6,13.6,11.9,MAHINDCIE
Profit before tax,6.78,37.54,26.76,70.27,49.94,78.9,114.8,211.7,263.6,101.5,MAHINDCIE
Tax,,-3.33,8.79,-7.4,18.63,27.4,45.5,117.8,91.3,27.5,MAHINDCIE
Net profit,6.78,40.87,17.97,77.67,31.31,51.5,69.3,93.9,172.3,74.0,MAHINDCIE
