Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.35,7.35,7.35,7.35,7.35,7.35,6.91,6.91,6.46,6.46,GANDHITUBE
Reserves,131.45,143.27,150.26,152.74,158.02,180.29,170.32,194.14,140.11,165.49,GANDHITUBE
Borrowings,,,,,,,,,,,GANDHITUBE
Other Liabilities,12.28,13.4,14.64,13.77,14.82,17.86,20.16,19.82,15.14,20.46,GANDHITUBE
Total,151.08,164.02,172.25,173.86,180.19,205.5,197.39,220.87,161.71,192.41,GANDHITUBE
Net Block,35.53,51.96,64.15,62.53,59.01,55.2,51.39,51.28,48.4,45.4,GANDHITUBE
Capital Work in Progress,0.57,3.84,,0.21,,,,,,,GANDHITUBE
Investments,67.91,61.15,63.54,65.3,81.64,104.25,98.87,119.89,68.86,93.82,GANDHITUBE
Other Assets,47.07,47.07,44.56,45.82,39.54,46.05,47.13,49.7,44.45,53.19,GANDHITUBE
Total,151.08,164.02,172.25,173.86,180.19,205.5,197.39,220.87,161.71,192.41,GANDHITUBE
Receivables,16.41,14.94,15.32,12.66,16.13,16.27,19.45,15.38,14.72,25.47,GANDHITUBE
Inventory,21.55,21.36,23.59,27.82,16.98,24.37,20.03,26.94,25.22,20.98,GANDHITUBE
Cash & Bank,4.17,2.82,1.79,2.12,2.99,3.23,4.53,3.52,2.11,2.83,GANDHITUBE
No. of Equity Shares,14698616.0,14698616.0,14698616.0,14698616.0,14698616.0,14698616.0,13818616.0,13818616.0,12918616.0,12918616.0,GANDHITUBE
New Bonus Shares,,,,,,,,,,,GANDHITUBE
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,GANDHITUBE
