Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,1032.01,755.41,797.76,698.47,652.82,741.41,950.61,956.87,914.99,901.91,JPPOWER
Expenses,731.36,522.83,655.31,486.59,375.14,431.29,658.97,678.78,658.75,684.39,JPPOWER
Other Income,5.49,17.5,-2405.99,-55.89,10.27,10.51,5.66,349.87,11.36,46.54,JPPOWER
Depreciation,118.58,120.26,121.02,119.12,119.39,120.7,120.69,119.09,119.9,121.28,JPPOWER
Interest,367.08,377.22,-236.99,142.66,145.26,144.61,147.94,140.29,140.51,136.72,JPPOWER
Profit before tax,-179.52,-247.4,-2147.57,-105.79,23.3,55.32,28.67,368.58,7.19,6.06,JPPOWER
Tax,-62.69,-85.95,999.0,-26.01,8.91,14.17,51.57,34.94,2.67,6.71,JPPOWER
Net profit,-116.83,-161.45,-3146.57,-79.78,14.39,41.15,-22.9,333.64,4.52,-0.65,JPPOWER
Operating Profit,300.65,232.58,142.45,211.88,277.68,310.12,291.64,278.09,256.24,217.52,JPPOWER
