Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.36,6.66,6.66,6.66,6.7,6.72,6.72,6.72,6.72,6.72,CHEMBOND
Reserves,33.41,40.31,42.3,45.3,190.11,207.66,219.07,222.82,222.92,232.58,CHEMBOND
Borrowings,21.38,22.98,24.82,21.77,8.19,7.33,4.67,,,,CHEMBOND
Other Liabilities,36.16,42.48,55.33,49.56,46.06,52.49,49.83,20.71,10.08,11.62,CHEMBOND
Total,97.31,112.43,129.11,123.29,251.06,274.2,280.29,250.25,239.72,250.92,CHEMBOND
Net Block,28.81,34.03,38.21,36.18,36.81,37.67,37.39,35.63,36.3,33.72,CHEMBOND
Capital Work in Progress,5.04,3.18,1.5,1.96,1.74,1.7,0.67,2.0,0.22,0.43,CHEMBOND
Investments,14.38,14.97,20.11,20.11,105.21,166.87,173.64,157.48,158.05,169.37,CHEMBOND
Other Assets,49.08,60.25,69.29,65.04,107.3,67.96,68.59,55.14,45.15,47.4,CHEMBOND
Total,97.31,112.43,129.11,123.29,251.06,274.2,280.29,250.25,239.72,250.92,CHEMBOND
Receivables,22.48,28.34,37.91,36.25,30.68,36.87,37.69,39.59,16.98,18.41,CHEMBOND
Inventory,21.53,24.75,25.83,21.55,20.26,23.48,18.94,8.42,4.64,3.96,CHEMBOND
Cash & Bank,3.05,1.13,1.77,3.24,5.4,3.09,7.49,2.4,0.99,1.8,CHEMBOND
No. of Equity Shares,6360412.0,6660412.0,6660412.0,6660412.0,6696894.0,13448288.0,13448288.0,13448288.0,13448288.0,13448288.0,CHEMBOND
New Bonus Shares,,,,,,,,,,,CHEMBOND
Face value,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,CHEMBOND
