Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,3009.78,3301.36,4022.5,4380.93,4264.64,4840.6,5741.19,7115.11,7904.03,7670.7,KALPATPOWR
Raw Material Cost,1488.58,1649.17,1909.48,1925.33,1677.67,2034.33,2641.6,2948.55,3329.7,2775.26,KALPATPOWR
Change in Inventory,-14.34,80.08,43.25,38.81,-103.81,-1.1,20.63,-4.61,62.15,-18.47,KALPATPOWR
Power and Fuel,8.68,11.12,22.14,21.64,18.73,41.99,57.87,75.48,96.38,105.92,KALPATPOWR
Other Mfr. Exp,775.62,909.83,1112.38,1267.14,1318.57,1442.85,1537.1,2333.46,2638.28,2756.27,KALPATPOWR
Employee Cost,172.55,202.63,262.38,316.35,296.26,296.07,353.07,457.75,528.59,555.52,KALPATPOWR
Selling and admin,170.59,230.72,261.19,344.7,333.03,388.22,331.23,411.19,422.09,508.45,KALPATPOWR
Other Expenses,25.95,32.93,85.4,91.32,25.31,33.13,126.37,37.62,32.63,81.41,KALPATPOWR
Other Income,50.97,47.73,46.93,52.23,53.71,49.34,48.01,51.21,82.33,247.54,KALPATPOWR
Depreciation,48.1,52.25,69.54,85.18,83.71,77.7,76.6,85.98,110.48,114.6,KALPATPOWR
Interest,132.25,144.97,171.08,167.45,165.55,171.98,186.66,187.29,224.69,171.02,KALPATPOWR
Profit before tax,224.09,195.55,219.09,252.86,295.71,402.57,499.33,624.39,665.67,831.32,KALPATPOWR
Tax,59.18,57.9,72.71,87.25,103.28,133.5,177.34,223.09,202.62,216.1,KALPATPOWR
Net profit,164.91,137.65,146.37,165.61,192.43,269.07,322.0,401.3,463.05,615.22,KALPATPOWR
