Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.18,13.18,13.18,15.18,17.18,17.18,17.18,17.18,17.18,17.18,HITECHCORP
Reserves,64.3,68.85,71.21,97.49,118.37,126.89,132.82,147.25,148.15,164.9,HITECHCORP
Borrowings,69.61,68.13,71.1,68.54,36.88,107.6,139.36,162.41,160.52,147.92,HITECHCORP
Other Liabilities,16.68,19.64,21.05,68.13,61.22,51.49,65.25,76.95,59.8,38.52,HITECHCORP
Total,163.77,169.8,176.54,249.34,233.65,303.16,354.61,403.79,385.65,368.52,HITECHCORP
Net Block,56.71,82.65,78.47,121.4,96.87,139.38,155.95,234.95,276.03,250.92,HITECHCORP
Capital Work in Progress,4.81,0.07,0.6,1.5,2.25,7.68,43.79,38.81,1.65,3.14,HITECHCORP
Investments,34.09,34.09,34.09,,,,,,,,HITECHCORP
Other Assets,68.16,52.99,63.38,126.44,134.53,156.1,154.87,130.03,107.97,114.46,HITECHCORP
Total,163.77,169.8,176.54,249.34,233.65,303.16,354.61,403.79,385.65,368.52,HITECHCORP
Receivables,29.08,25.02,33.1,73.98,61.12,87.16,75.26,56.06,43.21,44.15,HITECHCORP
Inventory,18.96,13.29,17.59,25.62,30.09,32.85,37.44,39.92,34.82,38.7,HITECHCORP
Cash & Bank,6.78,2.24,0.95,2.87,1.75,1.46,2.89,1.22,0.84,0.86,HITECHCORP
No. of Equity Shares,13175700.0,13175700.0,13175700.0,15175700.0,17175700.0,17175700.0,17175700.0,17175700.0,17175700.0,17175700.0,HITECHCORP
New Bonus Shares,,,,,,,,,,,HITECHCORP
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,HITECHCORP
