Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.89,18.54,18.54,29.89,29.89,29.89,29.92,29.92,29.92,29.92,PFOCUS
Reserves,311.63,391.35,432.52,1013.11,1078.37,1066.83,1004.63,1007.34,1235.07,1262.4,PFOCUS
Borrowings,370.25,416.02,377.22,448.96,493.26,560.08,415.12,439.38,453.42,294.37,PFOCUS
Other Liabilities,81.76,57.24,102.01,134.67,188.63,138.49,215.76,265.94,247.35,237.99,PFOCUS
Total,777.53,883.15,930.29,1626.63,1790.15,1795.29,1665.43,1742.58,1965.76,1824.68,PFOCUS
Net Block,234.09,226.96,173.26,271.78,406.2,391.6,392.94,571.44,564.56,514.55,PFOCUS
Capital Work in Progress,1.29,0.14,0.32,0.31,1.14,0.87,1.51,20.01,12.72,10.17,PFOCUS
Investments,250.58,250.68,238.46,864.28,872.98,944.28,938.68,848.61,781.14,618.18,PFOCUS
Other Assets,291.57,405.37,518.25,490.26,509.83,458.54,332.3,302.52,607.34,681.78,PFOCUS
Total,777.53,883.15,930.29,1626.63,1790.15,1795.29,1665.43,1742.58,1965.76,1824.68,PFOCUS
Receivables,145.69,131.97,139.22,53.74,72.26,54.83,49.09,49.07,45.0,33.38,PFOCUS
Inventory,,,,,,,,,,,PFOCUS
Cash & Bank,5.54,10.52,6.54,5.62,5.17,11.19,4.29,0.74,0.23,22.37,PFOCUS
No. of Equity Shares,138867446.0,185417436.0,185417436.0,298878974.0,298878974.0,298878974.0,299165645.0,299165645.0,299248978.0,299248978.0,PFOCUS
New Bonus Shares,,,,,,,,,,,PFOCUS
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PFOCUS
