Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,30.79,39.44,50.37,31.12,54.01,107.05,87.08,139.48,161.24,190.62,LIKHITHA
Raw Material Cost,5.79,10.35,11.37,5.93,40.91,75.63,,41.42,37.13,34.65,LIKHITHA
Change in Inventory,,,-1.51,1.13,-0.89,-4.15,2.45,17.13,4.78,-2.24,LIKHITHA
Power and Fuel,,,,,,,,,4.41,7.77,LIKHITHA
Other Mfr. Exp,,,26.44,18.55,0.05,0.03,59.02,53.97,59.03,68.57,LIKHITHA
Employee Cost,,,4.82,4.27,4.78,10.21,16.23,26.63,29.04,30.73,LIKHITHA
Selling and admin,,,0.68,0.83,1.01,2.16,2.07,3.45,5.22,5.66,LIKHITHA
Other Expenses,22.39,25.2,0.09,0.13,0.33,2.21,0.86,1.92,1.08,1.7,LIKHITHA
Other Income,,,1.45,1.09,0.85,1.0,1.44,0.98,1.55,2.32,LIKHITHA
Depreciation,,,0.45,0.58,0.8,0.63,0.93,2.99,3.09,2.46,LIKHITHA
Interest,,,0.38,0.22,0.68,0.61,0.93,1.91,1.8,0.79,LIKHITHA
Profit before tax,2.61,3.89,6.08,2.83,5.41,12.42,10.93,25.3,26.77,38.37,LIKHITHA
Tax,1.32,1.81,2.3,0.84,2.87,4.74,3.73,7.45,6.58,9.39,LIKHITHA
Net profit,1.29,2.07,3.77,1.98,2.54,7.68,7.19,17.86,20.18,28.99,LIKHITHA
