Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,252.75,270.14,292.98,351.54,265.04,388.03,526.18,625.67,495.98,540.64,APCOTEXIND
Raw Material Cost,188.72,198.53,230.19,237.89,177.77,253.11,346.86,430.84,337.32,317.48,APCOTEXIND
Change in Inventory,0.28,-1.86,3.56,-1.39,2.24,-6.57,-1.17,1.89,2.47,-7.93,APCOTEXIND
Power and Fuel,5.92,7.15,6.08,6.43,6.11,21.12,23.48,29.21,26.38,24.94,APCOTEXIND
Other Mfr. Exp,10.58,11.4,3.94,20.55,6.3,17.82,22.4,22.64,23.16,30.31,APCOTEXIND
Employee Cost,10.1,11.02,11.8,14.51,15.61,29.49,34.47,39.03,40.0,44.19,APCOTEXIND
Selling and admin,12.35,15.05,18.92,26.12,20.92,20.56,23.25,24.62,25.42,31.77,APCOTEXIND
Other Expenses,5.48,1.45,-0.12,2.4,2.56,9.36,8.93,11.95,11.68,14.37,APCOTEXIND
Other Income,3.2,-0.02,2.4,5.57,7.36,29.31,5.05,7.69,5.93,6.48,APCOTEXIND
Depreciation,2.79,3.11,6.77,8.98,8.94,12.1,12.14,11.79,13.4,14.51,APCOTEXIND
Interest,3.98,2.51,4.71,4.01,3.0,3.78,2.75,3.5,2.42,4.88,APCOTEXIND
Profit before tax,16.31,18.04,16.65,34.83,33.43,43.43,55.78,61.67,24.6,56.74,APCOTEXIND
Tax,4.85,5.24,3.51,10.15,8.76,8.44,17.14,15.07,7.97,12.58,APCOTEXIND
Net profit,11.46,12.81,13.14,24.68,24.67,34.99,38.64,46.6,16.63,44.16,APCOTEXIND
