Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1542.54,1842.45,2065.18,2694.0,2415.39,2467.16,2629.27,2928.44,3053.45,1707.3,BATAINDIA
Raw Material Cost,814.26,927.52,1067.45,1348.4,1131.11,1179.23,1253.75,1366.85,1330.57,575.77,BATAINDIA
Change in Inventory,87.72,59.48,118.61,110.58,-13.61,26.35,57.9,82.52,34.27,-261.73,BATAINDIA
Power and Fuel,38.12,44.6,51.23,64.25,55.29,53.72,55.96,57.71,60.22,38.83,BATAINDIA
Other Mfr. Exp,14.31,10.98,13.56,17.66,15.75,16.79,20.97,19.07,21.61,14.15,BATAINDIA
Employee Cost,185.85,195.93,223.39,313.62,260.93,272.7,295.38,331.08,376.42,339.82,BATAINDIA
Selling and admin,290.77,379.85,499.46,643.39,593.86,614.23,612.3,665.77,361.55,235.58,BATAINDIA
Other Expenses,47.71,56.38,-8.85,66.21,50.31,61.99,82.72,80.41,93.51,73.5,BATAINDIA
Other Income,130.91,28.66,17.39,74.62,96.71,18.72,49.17,66.49,65.71,87.23,BATAINDIA
Depreciation,41.1,51.38,59.2,79.23,78.8,65.01,60.42,64.02,295.77,264.72,BATAINDIA
Interest,9.65,11.99,13.12,17.77,15.79,14.99,14.82,14.28,128.71,108.12,BATAINDIA
Profit before tax,319.4,251.96,282.62,328.67,296.65,233.57,340.02,478.26,485.07,-117.69,BATAINDIA
Tax,93.56,80.37,91.88,97.49,79.05,74.83,116.44,148.6,158.17,-27.41,BATAINDIA
Net profit,225.84,171.6,190.74,231.17,217.6,158.75,223.58,329.66,326.92,-90.28,BATAINDIA
