Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1696.77,2188.75,2545.93,2698.86,2944.21,3173.79,3402.42,3767.17,4168.6,4134.68,CUB
Raw Material Cost,,,,,,,,,,,CUB
Change in Inventory,,,,,,,,,,,CUB
Power and Fuel,,,,,,,,,,,CUB
Other Mfr. Exp,14.94,22.87,41.18,33.74,47.23,67.87,74.99,86.99,93.22,83.27,CUB
Employee Cost,122.66,151.27,186.05,211.06,213.95,299.1,317.34,366.02,422.17,464.98,CUB
Selling and admin,88.24,115.27,141.46,158.15,166.93,181.74,209.15,245.26,266.89,259.27,CUB
Other Expenses,133.25,180.54,219.27,251.66,307.79,388.23,518.46,441.26,907.55,946.62,CUB
Other Income,207.14,273.64,279.86,414.99,409.98,483.95,532.1,514.39,679.95,704.77,CUB
Depreciation,13.55,24.68,37.72,46.73,52.43,53.01,52.46,61.5,78.99,87.47,CUB
Interest,1197.02,1564.74,1786.54,1891.49,1963.17,1975.02,1972.12,2155.68,2493.41,2305.02,CUB
Profit before tax,334.25,403.02,413.57,521.02,602.69,692.77,790.0,924.85,586.32,692.82,CUB
Tax,54.0,81.0,66.5,126.0,158.0,190.0,198.0,242.0,110.0,100.0,CUB
Net profit,280.25,322.02,347.07,395.02,444.69,502.77,592.0,682.85,476.32,592.82,CUB
