Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.02,7.02,7.02,7.02,7.02,7.02,7.02,7.02,7.02,7.02,KEYFINSERV
Reserves,36.94,39.14,40.38,40.08,42.73,44.62,47.01,48.8,47.88,51.83,KEYFINSERV
Borrowings,0.39,0.31,0.47,0.33,0.17,0.08,,0.05,0.04,0.03,KEYFINSERV
Other Liabilities,2.86,3.27,2.81,2.97,2.43,2.81,2.74,2.25,1.71,3.47,KEYFINSERV
Total,47.21,49.74,50.68,50.4,52.35,54.53,56.77,58.12,56.65,62.35,KEYFINSERV
Net Block,0.75,10.58,10.58,10.07,9.65,9.3,8.94,8.59,8.25,7.97,KEYFINSERV
Capital Work in Progress,9.68,,,,,,,,,,KEYFINSERV
Investments,21.77,20.0,23.28,28.32,37.82,31.2,44.52,42.6,33.09,37.39,KEYFINSERV
Other Assets,15.01,19.16,16.82,12.01,4.88,14.03,3.31,6.93,15.31,16.99,KEYFINSERV
Total,47.21,49.74,50.68,50.4,52.35,54.53,56.77,58.12,56.65,62.35,KEYFINSERV
Receivables,0.49,0.35,0.48,1.63,0.98,0.92,0.26,0.58,0.7,0.68,KEYFINSERV
Inventory,,,,,,,,,,,KEYFINSERV
Cash & Bank,1.26,14.56,9.84,0.71,0.93,1.48,1.01,4.15,11.94,13.88,KEYFINSERV
No. of Equity Shares,7018339.0,7018339.0,7018339.0,7018339.0,7018339.0,7018339.0,7018339.0,7018339.0,7018339.0,7018339.0,KEYFINSERV
New Bonus Shares,,,,,,,,,,,KEYFINSERV
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KEYFINSERV
