Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.74,3.74,3.98,4.4,4.4,4.4,4.6,4.6,4.6,4.9,GOODLUCK
Reserves,94.07,115.05,140.17,176.58,205.81,227.27,249.2,279.78,339.04,378.55,GOODLUCK
Borrowings,234.91,278.3,283.52,309.97,352.41,410.57,450.75,503.86,509.99,534.24,GOODLUCK
Other Liabilities,47.07,72.26,97.93,79.37,108.42,130.95,157.56,165.46,145.41,179.94,GOODLUCK
Total,379.79,469.35,525.6,570.32,671.04,773.19,862.11,953.7,999.04,1097.63,GOODLUCK
Net Block,79.9,116.59,124.33,192.87,226.66,255.68,251.97,332.83,341.16,325.13,GOODLUCK
Capital Work in Progress,16.8,0.23,12.37,3.65,7.56,4.42,56.9,5.01,0.77,12.3,GOODLUCK
Investments,,2.15,2.15,5.42,5.42,1.0,1.03,1.03,0.03,0.01,GOODLUCK
Other Assets,283.09,350.38,386.75,368.38,431.4,512.09,552.21,614.83,657.08,760.19,GOODLUCK
Total,379.79,469.35,525.6,570.32,671.04,773.19,862.11,953.7,999.04,1097.63,GOODLUCK
Receivables,131.58,183.18,187.94,149.85,172.18,193.81,200.67,247.28,238.92,234.84,GOODLUCK
Inventory,102.45,115.5,137.4,150.61,183.78,233.5,238.74,303.85,314.64,352.53,GOODLUCK
Cash & Bank,5.69,6.54,7.88,12.26,11.48,12.39,13.83,16.34,10.72,10.44,GOODLUCK
No. of Equity Shares,18721250.0,18721250.0,19921250.0,22006250.0,22006250.0,22006250.0,23006250.0,23006250.0,23006250.0,24506250.0,GOODLUCK
New Bonus Shares,,,,,,,,,,,GOODLUCK
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,GOODLUCK
