Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,85.81,OPTIEMUS
Reserves,54.59,85.2,135.31,163.43,181.51,192.05,245.3,247.63,179.18,269.89,OPTIEMUS
Borrowings,230.85,245.2,400.59,335.5,255.43,262.28,246.93,238.81,228.85,32.21,OPTIEMUS
Other Liabilities,176.67,270.37,252.86,335.53,164.75,148.58,63.79,72.4,56.63,39.36,OPTIEMUS
Total,547.92,686.58,874.57,920.27,687.5,688.72,641.83,644.65,550.47,427.27,OPTIEMUS
Net Block,140.94,135.54,227.87,196.24,172.6,156.21,146.37,139.31,128.85,1.2,OPTIEMUS
Capital Work in Progress,0.2,37.06,,,,,,,,,OPTIEMUS
Investments,1.7,4.23,20.35,27.93,40.01,76.95,65.57,72.49,67.16,67.13,OPTIEMUS
Other Assets,405.08,509.75,626.35,696.1,474.89,455.56,429.89,432.85,354.46,358.94,OPTIEMUS
Total,547.92,686.58,874.57,920.27,687.5,688.72,641.83,644.65,550.47,427.27,OPTIEMUS
Receivables,244.08,251.18,270.39,404.93,222.61,189.48,183.62,187.23,164.86,125.07,OPTIEMUS
Inventory,42.41,69.07,123.73,42.5,9.41,24.96,13.85,35.84,4.2,6.25,OPTIEMUS
Cash & Bank,54.63,70.47,117.11,116.83,112.42,96.4,51.3,32.27,25.59,20.24,OPTIEMUS
No. of Equity Shares,85814191.0,85814191.0,85814191.0,85814191.0,85814191.0,85814191.0,85814191.0,85814191.0,85814191.0,85814191.0,OPTIEMUS
New Bonus Shares,,,,,,,,,,,OPTIEMUS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,OPTIEMUS
