Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,41.28,41.49,41.61,41.68,41.73,41.75,43.98,44.0,44.0,54.69,SHOPERSTOP
Reserves,617.22,652.33,687.06,723.6,736.62,719.0,909.39,933.65,92.64,126.98,SHOPERSTOP
Borrowings,259.07,329.33,451.31,518.39,589.84,575.9,87.38,40.0,2191.45,2061.66,SHOPERSTOP
Other Liabilities,347.94,411.89,478.86,506.63,542.31,499.05,721.78,1457.69,1737.01,1330.72,SHOPERSTOP
Total,1265.51,1435.04,1658.84,1790.3,1910.5,1835.7,1762.53,2475.34,4065.1,3574.05,SHOPERSTOP
Net Block,416.82,455.92,549.03,596.31,631.47,635.32,647.78,594.84,1878.36,1710.65,SHOPERSTOP
Capital Work in Progress,29.77,27.45,31.87,14.25,27.96,16.88,18.15,35.07,44.26,2.93,SHOPERSTOP
Investments,284.21,330.95,387.6,406.49,405.4,408.01,317.61,293.5,205.67,127.88,SHOPERSTOP
Other Assets,534.71,620.72,690.34,773.25,845.67,775.49,778.99,1551.93,1936.81,1732.59,SHOPERSTOP
Total,1265.51,1435.04,1658.84,1790.3,1910.5,1835.7,1762.53,2475.34,4065.1,3574.05,SHOPERSTOP
Receivables,19.17,20.36,26.0,22.34,23.67,35.75,43.72,44.42,35.08,34.79,SHOPERSTOP
Inventory,212.04,243.82,295.54,329.61,385.87,352.77,328.42,1053.55,1223.92,847.19,SHOPERSTOP
Cash & Bank,7.15,11.72,8.73,4.9,5.28,5.03,5.23,16.73,1.25,41.62,SHOPERSTOP
No. of Equity Shares,82562134.0,82979517.0,83215760.0,83367805.0,83461946.0,83504744.0,87960689.0,87989928.0,87989928.0,109358910.0,SHOPERSTOP
New Bonus Shares,,,,,,,,,,,SHOPERSTOP
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,SHOPERSTOP
