Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.53,13.57,13.57,13.82,14.0,14.19,14.23,14.25,14.28,14.35,ORIENTBELL
Reserves,155.67,161.82,163.06,167.5,173.88,167.03,207.57,217.35,224.08,233.03,ORIENTBELL
Borrowings,188.23,196.77,180.58,165.76,133.34,110.2,76.85,100.98,61.18,39.81,ORIENTBELL
Other Liabilities,132.99,141.51,144.32,136.46,133.77,126.53,132.66,125.68,119.91,147.58,ORIENTBELL
Total,487.42,513.67,501.53,483.54,454.99,417.95,431.31,458.26,419.45,434.77,ORIENTBELL
Net Block,233.67,228.07,233.92,222.92,209.0,201.24,196.5,238.82,232.68,206.82,ORIENTBELL
Capital Work in Progress,1.83,18.33,4.8,0.7,0.65,0.49,1.03,1.02,0.67,0.29,ORIENTBELL
Investments,20.24,20.24,20.24,20.23,23.35,23.35,5.72,5.72,5.72,5.72,ORIENTBELL
Other Assets,231.68,247.03,242.57,239.69,221.99,192.87,228.06,212.7,180.38,221.94,ORIENTBELL
Total,487.42,513.67,501.53,483.54,454.99,417.95,431.31,458.26,419.45,434.77,ORIENTBELL
Receivables,78.98,73.37,72.31,93.42,105.81,102.1,125.77,116.21,86.93,92.6,ORIENTBELL
Inventory,107.36,132.28,124.69,101.73,88.65,74.57,89.04,85.96,81.13,62.42,ORIENTBELL
Cash & Bank,6.98,7.89,8.13,11.04,6.32,3.96,2.76,3.55,2.99,51.02,ORIENTBELL
No. of Equity Shares,10530000.0,13573451.0,13573451.0,13815551.0,14002401.0,14189601.0,14231076.0,14248576.0,14284076.0,14353576.0,ORIENTBELL
New Bonus Shares,,,,,,,,,,,ORIENTBELL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ORIENTBELL
