Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,2020-12-31 00:00:00,Company_Name
Sales,740.92,712.1,729.72,799.86,817.06,824.78,945.92,1093.07,1293.91,1208.12,KSB
Raw Material Cost,426.03,352.33,340.08,401.23,376.85,398.79,494.47,598.72,707.82,648.33,KSB
Change in Inventory,27.68,-5.81,-4.26,19.69,-11.92,11.77,27.3,33.65,9.51,27.81,KSB
Power and Fuel,13.95,14.36,15.67,17.27,17.59,18.92,21.13,23.0,24.23,17.97,KSB
Other Mfr. Exp,60.76,62.21,64.5,68.2,69.19,83.52,98.81,110.41,113.54,92.72,KSB
Employee Cost,104.46,103.67,110.11,127.09,124.92,136.01,144.59,153.97,177.18,186.24,KSB
Selling and admin,70.21,47.39,52.91,60.34,67.55,57.04,62.91,66.95,80.53,64.42,KSB
Other Expenses,20.77,35.0,41.27,46.11,44.93,36.98,43.79,45.29,48.38,57.62,KSB
Other Income,14.55,18.11,15.8,27.52,30.87,26.18,31.58,26.71,36.87,31.46,KSB
Depreciation,21.89,23.54,26.53,27.55,27.77,29.36,30.88,39.67,45.72,41.77,KSB
Interest,2.78,5.24,2.59,2.15,1.73,3.15,3.55,3.75,5.31,3.39,KSB
Profit before tax,62.3,80.66,87.6,97.13,105.48,98.96,104.67,111.67,137.58,154.93,KSB
Tax,19.32,22.64,27.84,31.7,35.66,33.62,36.96,37.65,39.75,57.6,KSB
Net profit,42.98,58.02,59.76,65.42,69.83,65.34,67.71,74.03,97.83,97.34,KSB
