Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,BHARATRAS
Reserves,48.68,58.28,77.93,108.89,142.15,196.46,294.0,404.56,559.87,723.63,BHARATRAS
Borrowings,39.1,131.15,143.23,140.16,110.77,114.71,128.34,246.99,93.85,58.45,BHARATRAS
Other Liabilities,33.88,52.58,81.91,82.1,68.6,54.05,77.12,99.9,93.9,122.15,BHARATRAS
Total,125.91,246.26,307.32,335.4,325.77,369.47,503.71,755.7,751.87,908.48,BHARATRAS
Net Block,16.24,135.05,142.26,136.62,135.72,131.03,147.72,150.14,203.25,190.89,BHARATRAS
Capital Work in Progress,48.27,,0.57,1.67,0.54,1.21,7.14,35.37,17.88,17.72,BHARATRAS
Investments,0.99,0.28,0.26,29.79,20.14,0.09,0.09,0.09,9.09,151.0,BHARATRAS
Other Assets,60.41,110.93,164.23,167.32,169.37,237.14,348.76,570.1,521.65,548.87,BHARATRAS
Total,125.91,246.26,307.32,335.4,325.77,369.47,503.71,755.7,751.87,908.48,BHARATRAS
Receivables,30.04,45.02,60.41,79.53,88.17,120.15,221.61,279.09,250.59,295.59,BHARATRAS
Inventory,16.71,37.26,67.43,57.39,56.75,83.86,94.17,210.22,160.33,168.56,BHARATRAS
Cash & Bank,1.61,4.38,4.9,4.64,3.77,3.36,4.99,9.42,51.17,32.88,BHARATRAS
No. of Equity Shares,4248740.0,4248740.0,4248740.0,4248740.0,4248740.0,4248740.0,4248740.0,4248740.0,4248740.0,4248740.0,BHARATRAS
New Bonus Shares,,,,,,,,,,,BHARATRAS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BHARATRAS
