Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,286.18,392.48,577.74,816.31,1082.93,1353.12,1518.16,1726.95,2030.41,2018.14,CANFINHOME
Raw Material Cost,,,,,,,,,,,CANFINHOME
Change in Inventory,,,,,,,,,,,CANFINHOME
Power and Fuel,0.32,0.47,0.6,0.8,0.99,1.15,,,,,CANFINHOME
Other Mfr. Exp,0.62,1.18,1.63,1.34,1.06,1.44,10.47,11.83,13.38,13.23,CANFINHOME
Employee Cost,12.01,15.78,17.95,24.86,33.16,39.49,44.98,41.63,56.77,70.26,CANFINHOME
Selling and admin,6.49,13.91,17.43,21.11,22.62,28.69,24.06,26.89,15.39,17.21,CANFINHOME
Other Expenses,13.96,2.07,8.53,17.19,24.7,24.71,27.05,9.02,72.24,81.41,CANFINHOME
Other Income,4.32,0.21,0.03,0.73,0.61,0.55,3.82,4.39,0.02,0.23,CANFINHOME
Depreciation,0.55,1.16,2.01,3.73,3.46,3.73,3.09,2.97,9.47,9.57,CANFINHOME
Interest,195.57,283.02,422.97,610.56,743.68,884.29,981.25,1169.5,1344.89,1209.11,CANFINHOME
Profit before tax,60.98,75.1,106.65,137.45,253.87,370.17,431.08,469.5,518.29,617.58,CANFINHOME
Tax,17.22,20.98,30.94,51.21,96.76,134.91,144.89,172.76,142.17,161.52,CANFINHOME
Net profit,43.76,54.12,75.71,86.24,157.11,235.26,286.19,296.74,376.12,456.06,CANFINHOME
