Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.05,13.05,13.05,SUBROS
Reserves,258.85,274.53,289.88,305.14,323.37,335.81,392.77,667.08,739.25,781.67,SUBROS
Borrowings,342.26,349.44,413.53,419.67,390.07,404.42,385.11,244.12,154.65,51.72,SUBROS
Other Liabilities,230.81,244.42,212.89,235.85,275.41,373.36,507.99,456.36,481.57,602.51,SUBROS
Total,843.92,880.39,928.3,972.66,1000.85,1125.59,1297.87,1380.61,1388.52,1448.95,SUBROS
Net Block,385.96,444.59,483.25,536.32,563.12,497.17,669.67,690.03,765.44,744.92,SUBROS
Capital Work in Progress,90.22,106.93,102.91,88.47,54.14,149.15,89.84,86.02,65.95,53.61,SUBROS
Investments,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.29,1.77,4.77,SUBROS
Other Assets,365.24,326.37,339.64,345.37,381.09,476.77,535.86,602.27,555.36,645.65,SUBROS
Total,843.92,880.39,928.3,972.66,1000.85,1125.59,1297.87,1380.61,1388.52,1448.95,SUBROS
Receivables,76.82,44.81,60.38,77.61,98.56,130.21,161.4,167.32,189.29,204.27,SUBROS
Inventory,178.43,190.76,177.24,173.42,176.62,205.23,239.63,249.21,234.23,281.41,SUBROS
Cash & Bank,11.67,10.79,10.55,6.92,6.99,3.81,19.84,89.91,90.91,119.17,SUBROS
No. of Equity Shares,59988600.0,59988600.0,59988500.0,59988600.0,59988600.0,59988600.0,59988600.0,65235750.0,65235750.0,65235750.0,SUBROS
New Bonus Shares,,,,,,,,,,,SUBROS
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SUBROS
