Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,29.53,RAJESHEXPO
Reserves,1961.96,2385.04,2582.51,2810.91,3250.66,3712.0,4120.7,4533.24,4906.87,4976.46,RAJESHEXPO
Borrowings,3256.67,2728.62,3088.99,3826.5,4461.74,5434.93,8594.54,6072.33,960.96,701.72,RAJESHEXPO
Other Liabilities,6724.67,8696.95,5359.29,8860.43,11339.35,12022.55,7184.61,10535.05,12444.39,3575.63,RAJESHEXPO
Total,11972.83,13840.14,11060.32,15527.37,19081.28,21199.01,19929.38,21170.15,18341.75,9283.34,RAJESHEXPO
Net Block,70.8,69.43,70.4,68.69,67.36,66.44,65.28,64.23,63.36,62.46,RAJESHEXPO
Capital Work in Progress,0.32,0.35,0.36,0.42,0.89,1.22,1.86,0.35,0.35,0.35,RAJESHEXPO
Investments,3.42,3.42,116.8,167.83,636.08,731.52,719.53,2602.27,2591.89,2509.6,RAJESHEXPO
Other Assets,11898.29,13766.94,10872.76,15290.43,18376.95,20399.83,19142.71,18503.3,15686.15,6710.93,RAJESHEXPO
Total,11972.83,13840.14,11060.32,15527.37,19081.28,21199.01,19929.38,21170.15,18341.75,9283.34,RAJESHEXPO
Receivables,2601.79,2329.11,2434.03,2910.63,3668.55,3344.8,1596.91,2353.12,2790.24,4562.64,RAJESHEXPO
Inventory,634.4,775.3,495.68,481.75,399.06,531.72,1050.84,624.98,579.64,339.64,RAJESHEXPO
Cash & Bank,7854.83,9845.76,7087.93,11108.29,11652.39,13774.09,13625.99,14470.35,11182.17,692.59,RAJESHEXPO
No. of Equity Shares,295259959.0,295259959.0,295259959.0,295259959.0,295259959.0,295259959.0,295259959.0,295259959.0,295259959.0,295259959.0,RAJESHEXPO
New Bonus Shares,,,,,,,,,,,RAJESHEXPO
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,RAJESHEXPO
