Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,15.92,17.37,19.1,33.37,73.99,110.11,138.27,196.02,209.1,382.81,SHAREINDIA
Raw Material Cost,,,,,,,,,4.4,27.16,SHAREINDIA
Change in Inventory,,,,,,,,,4.4,14.14,SHAREINDIA
Power and Fuel,0.08,,,,,0.19,0.29,0.88,1.05,0.91,SHAREINDIA
Other Mfr. Exp,,8.71,10.75,15.99,46.04,0.26,0.48,1.1,0.97,1.3,SHAREINDIA
Employee Cost,2.16,2.33,2.9,4.17,9.21,18.13,23.4,38.14,50.92,64.04,SHAREINDIA
Selling and admin,11.52,,,,,70.68,78.99,111.3,95.72,198.04,SHAREINDIA
Other Expenses,0.08,1.77,2.62,5.12,4.43,3.39,6.55,0.61,2.44,1.07,SHAREINDIA
Other Income,0.46,,0.06,,,0.03,2.05,1.24,0.19,0.79,SHAREINDIA
Depreciation,0.38,0.41,0.46,1.01,1.59,1.85,2.07,4.61,4.4,4.36,SHAREINDIA
Interest,1.23,2.31,1.59,2.5,3.35,3.25,5.33,6.71,10.01,15.21,SHAREINDIA
Profit before tax,0.93,1.84,0.84,4.58,9.37,12.39,23.21,33.91,43.78,85.65,SHAREINDIA
Tax,0.3,0.4,0.26,1.23,3.09,4.31,7.7,11.45,10.28,18.32,SHAREINDIA
Net profit,0.63,1.45,0.57,3.35,6.28,8.09,15.51,22.46,33.5,67.33,SHAREINDIA
