Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,353.76,413.68,440.92,411.23,410.08,372.24,478.36,666.05,495.76,483.68,INCREDIBLE
Raw Material Cost,290.64,369.5,381.21,355.72,359.12,328.54,401.5,609.87,447.85,426.76,INCREDIBLE
Change in Inventory,-17.77,1.4,0.46,11.25,8.6,9.41,-20.1,-2.04,-1.34,-10.44,INCREDIBLE
Power and Fuel,7.21,8.38,13.53,15.42,15.78,17.31,17.64,19.35,17.97,15.02,INCREDIBLE
Other Mfr. Exp,4.23,3.71,4.88,4.87,8.59,7.44,4.18,8.13,8.64,7.96,INCREDIBLE
Employee Cost,1.56,1.47,1.72,1.89,1.84,2.2,3.12,4.61,6.2,6.56,INCREDIBLE
Selling and admin,2.27,2.6,4.99,6.05,6.18,4.92,9.01,9.01,7.92,11.95,INCREDIBLE
Other Expenses,0.33,0.27,,-0.01,0.01,-2.08,-2.39,-4.26,-6.02,-10.16,INCREDIBLE
Other Income,1.7,0.88,0.62,0.91,0.68,0.8,0.72,0.63,0.14,0.38,INCREDIBLE
Depreciation,3.68,3.72,3.74,3.33,3.45,3.71,3.68,3.66,5.69,5.72,INCREDIBLE
Interest,20.02,21.13,25.92,20.33,19.44,16.95,15.27,8.95,4.99,4.32,INCREDIBLE
Profit before tax,7.75,5.18,6.01,15.79,4.95,3.46,6.97,5.32,1.32,5.49,INCREDIBLE
Tax,1.87,1.36,1.67,5.02,2.68,1.17,2.11,1.5,0.31,1.87,INCREDIBLE
Net profit,5.88,3.82,4.35,10.77,2.27,2.29,4.86,3.81,1.01,3.63,INCREDIBLE
