Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.05,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,20.49,ORIENTCEM
Reserves,-1.07,736.26,808.28,955.06,1019.58,966.69,1001.64,1033.02,1097.88,1285.42,ORIENTCEM
Borrowings,,148.91,328.6,1105.72,1285.05,1336.16,1313.62,1289.79,1226.36,796.64,ORIENTCEM
Other Liabilities,1.59,352.79,403.9,484.41,571.23,559.76,601.21,583.59,555.06,709.51,ORIENTCEM
Total,0.57,1258.45,1561.27,2565.68,2896.35,2883.1,2936.96,2926.89,2899.79,2812.06,ORIENTCEM
Net Block,,853.76,825.62,798.14,2206.53,2295.64,2250.72,2354.53,2271.52,2207.3,ORIENTCEM
Capital Work in Progress,,39.73,327.56,1319.38,239.37,98.11,158.21,47.81,66.76,41.28,ORIENTCEM
Investments,,,0.01,0.01,,,,,,115.07,ORIENTCEM
Other Assets,0.57,364.96,408.08,448.15,450.45,489.35,528.03,524.55,561.51,448.41,ORIENTCEM
Total,0.57,1258.45,1561.27,2565.68,2896.35,2883.1,2936.96,2926.89,2899.79,2812.06,ORIENTCEM
Receivables,,76.45,64.69,82.42,92.09,105.53,152.78,179.52,161.78,110.18,ORIENTCEM
Inventory,,86.92,71.27,109.9,135.04,146.66,164.21,185.97,236.61,170.53,ORIENTCEM
Cash & Bank,0.05,76.26,81.59,42.71,37.77,63.92,33.12,28.77,36.02,36.16,ORIENTCEM
No. of Equity Shares,500000.0,204869000.0,204869000.0,204869000.0,204869000.0,204869000.0,204869000.0,204869000.0,204869000.0,204869000.0,ORIENTCEM
New Bonus Shares,,,,,,,,,,,ORIENTCEM
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ORIENTCEM
