Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,113.28,113.28,113.28,113.28,113.28,113.28,135.94,131.54,131.54,131.54,COCHINSHIP
Reserves,865.0,1111.92,1376.27,1440.65,1710.92,1915.3,3119.93,3200.54,3600.25,3846.03,COCHINSHIP
Borrowings,,,333.92,123.0,123.0,123.0,123.0,123.0,123.0,123.0,COCHINSHIP
Other Liabilities,1631.19,1175.36,1163.71,1214.35,1401.66,1169.76,2102.79,1793.22,2553.92,3302.62,COCHINSHIP
Total,2609.47,2400.56,2987.18,2891.28,3348.86,3321.34,5481.66,5248.3,6408.71,7403.19,COCHINSHIP
Net Block,185.62,240.48,370.1,370.1,370.22,370.61,348.98,374.64,756.19,755.9,COCHINSHIP
Capital Work in Progress,63.62,138.01,7.57,12.78,24.17,53.92,114.84,341.08,768.21,1061.64,COCHINSHIP
Investments,0.19,0.19,0.19,0.19,0.09,0.09,16.37,60.37,65.45,214.45,COCHINSHIP
Other Assets,2360.04,2021.88,2609.32,2508.21,2954.38,2896.72,5001.47,4472.21,4818.86,5371.2,COCHINSHIP
Total,2609.47,2400.56,2987.18,2891.28,3348.86,3321.34,5481.66,5248.3,6408.71,7403.19,COCHINSHIP
Receivables,783.34,683.91,1202.82,582.54,454.1,306.99,580.13,392.34,288.23,353.3,COCHINSHIP
Inventory,362.07,355.26,395.92,303.38,231.69,191.28,318.15,288.11,317.5,435.87,COCHINSHIP
Cash & Bank,908.9,703.97,556.43,1419.45,1820.41,1991.29,3490.34,2522.85,2175.92,2146.38,COCHINSHIP
No. of Equity Shares,113280000.0,113280000.0,113280000.0,113280000.0,113280000.0,113280000.0,135936000.0,131540390.0,131540390.0,131540390.0,COCHINSHIP
New Bonus Shares,,,,,,,,,,,COCHINSHIP
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,COCHINSHIP
