Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,443.0,443.0,461.26,475.2,542.99,597.29,733.24,753.24,1030.23,1646.74,CANBK
Reserves,22246.96,24434.79,29158.85,31384.04,31060.21,33088.25,34871.59,35423.99,38262.73,57238.19,CANBK
Borrowings,342579.12,376139.37,447953.45,499511.67,506664.88,534778.8,563580.37,640025.56,668112.94,1060858.14,CANBK
Other Liabilities,8891.11,11325.44,14348.3,16629.65,14692.7,15055.1,17700.91,18563.9,16468.85,33931.97,CANBK
Total,374160.19,412342.6,491921.86,548000.56,552960.78,583519.44,616886.11,694766.69,723874.75,1153675.04,CANBK
Net Block,2857.53,2862.72,6641.56,6949.45,7198.1,7168.32,8318.64,8410.23,8276.29,11204.19,CANBK
Capital Work in Progress,,,,,,,,,,2.34,CANBK
Investments,102057.43,121132.83,126828.26,142061.42,142309.3,150265.89,144053.67,152985.3,176244.94,261690.39,CANBK
Other Assets,269245.23,288347.05,358452.04,398989.69,403453.38,426085.23,464513.8,533371.16,539353.52,880778.12,CANBK
Total,374160.19,412342.6,491921.86,548000.56,552960.78,583519.44,616886.11,694766.69,723874.75,1153675.04,CANBK
Receivables,,,,,,,,,,,CANBK
Inventory,,,,,,,,,,,CANBK
Cash & Bank,28179.4,34714.7,44828.71,48641.09,56733.66,58825.46,49912.33,66152.69,68271.46,178408.04,CANBK
No. of Equity Shares,443000000.0,443000000.0,461258837.0,475196971.0,542991054.0,597290159.0,733244775.0,753244775.0,1030233351.0,1646738220.0,CANBK
New Bonus Shares,,,,,,,,,,,CANBK
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,CANBK
