Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,23.03,23.59,24.51,39.43,48.75,55.76,77.05,93.15,71.23,77.58,PANACHE
Raw Material Cost,20.2,20.11,18.67,32.43,47.33,46.87,81.49,73.09,58.11,52.66,PANACHE
Change in Inventory,0.13,0.75,-0.82,0.82,8.01,0.96,15.17,-4.72,1.93,-9.87,PANACHE
Power and Fuel,0.02,0.03,0.04,0.04,0.05,0.08,0.09,0.1,0.14,0.1,PANACHE
Other Mfr. Exp,0.2,0.09,0.14,0.42,0.24,0.12,0.41,0.71,0.35,0.98,PANACHE
Employee Cost,1.14,1.68,1.97,2.61,3.28,2.63,3.72,4.87,5.82,3.86,PANACHE
Selling and admin,0.84,0.72,0.93,1.38,2.05,2.92,1.78,2.06,1.69,1.68,PANACHE
Other Expenses,0.02,0.27,0.35,0.08,0.08,-0.1,0.13,0.33,0.97,0.41,PANACHE
Other Income,0.09,0.09,0.43,0.12,0.55,0.53,0.53,0.89,0.7,1.56,PANACHE
Depreciation,0.06,0.07,0.1,0.17,0.15,0.16,0.15,0.2,1.14,1.08,PANACHE
Interest,0.77,0.95,1.29,1.73,1.69,1.86,1.21,2.09,2.57,3.53,PANACHE
Profit before tax,,0.51,0.63,1.51,2.44,2.71,3.77,5.87,3.07,4.97,PANACHE
Tax,,0.16,0.2,0.52,0.88,0.92,1.35,1.77,1.02,1.43,PANACHE
Net profit,,0.34,0.43,0.99,1.56,1.79,2.41,4.11,2.04,3.54,PANACHE
