Report Date,2012-03-31 00:00:00,2013-06-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,INDOTECH
Reserves,64.47,14.3,-4.5,140.23,144.25,127.57,123.48,114.55,115.91,122.61,INDOTECH
Borrowings,53.07,80.67,125.42,,,,,,,,INDOTECH
Other Liabilities,48.08,71.58,52.4,56.61,59.11,64.05,75.23,69.41,76.74,54.7,INDOTECH
Total,176.24,177.17,183.94,207.46,213.98,202.24,209.33,194.58,203.27,187.93,INDOTECH
Net Block,77.32,73.48,70.72,66.48,62.19,54.31,50.42,51.65,47.97,43.74,INDOTECH
Capital Work in Progress,1.24,1.54,1.24,0.17,0.06,0.36,0.21,,,,INDOTECH
Investments,,,,,,,,,,,INDOTECH
Other Assets,97.68,102.15,111.98,140.81,151.73,147.57,158.7,142.93,155.3,144.19,INDOTECH
Total,176.24,177.17,183.94,207.46,213.98,202.24,209.33,194.58,203.27,187.93,INDOTECH
Receivables,34.1,34.59,44.31,51.91,64.61,59.4,79.49,61.78,73.85,69.27,INDOTECH
Inventory,25.88,34.38,33.27,41.24,36.5,48.83,43.62,35.54,47.55,35.88,INDOTECH
Cash & Bank,3.63,6.53,9.59,15.47,23.42,10.2,12.7,30.2,12.65,21.78,INDOTECH
No. of Equity Shares,10620000.0,10620000.0,10620000.0,10620000.0,10620000.0,10620000.0,10620000.0,10620000.0,10620000.0,10620000.0,INDOTECH
New Bonus Shares,,,,,,,,,,,INDOTECH
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,INDOTECH
