Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2.03,3.04,7.22,12.39,20.96,37.46,50.57,56.94,42.46,41.26,SECURKLOUD
Raw Material Cost,,,,,,,,,,,SECURKLOUD
Change in Inventory,,,,,,,,,,,SECURKLOUD
Power and Fuel,,0.04,0.05,,,0.23,0.22,0.21,0.22,0.12,SECURKLOUD
Other Mfr. Exp,,,0.01,,,0.16,0.24,0.17,0.2,0.2,SECURKLOUD
Employee Cost,1.4,2.32,3.89,5.74,10.99,11.86,14.54,17.36,18.89,27.14,SECURKLOUD
Selling and admin,0.56,0.3,0.32,1.28,3.51,16.58,23.18,21.95,4.15,3.21,SECURKLOUD
Other Expenses,,0.18,0.19,-0.01,,1.3,0.37,0.42,18.06,0.43,SECURKLOUD
Other Income,0.03,0.06,,0.27,0.21,0.08,3.6,6.87,2.85,-1.09,SECURKLOUD
Depreciation,0.01,0.03,1.84,4.13,4.61,3.04,0.84,0.34,0.32,0.42,SECURKLOUD
Interest,0.03,0.16,0.39,0.45,0.21,0.94,7.57,9.73,8.8,8.4,SECURKLOUD
Profit before tax,0.06,0.07,0.53,1.07,1.85,3.43,7.21,13.63,-5.33,0.25,SECURKLOUD
Tax,0.01,0.01,0.43,0.37,0.63,1.8,2.34,3.9,-0.07,0.29,SECURKLOUD
Net profit,0.05,0.05,0.09,0.7,1.22,1.63,4.88,9.73,-5.25,-0.04,SECURKLOUD
