Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,27874.19,35064.87,41135.53,48469.9,60221.45,69305.96,80241.36,98972.05,114812.65,120858.23,HDFCBANK
Raw Material Cost,,,,,,,,,,,HDFCBANK
Change in Inventory,,,,,,,,,,,HDFCBANK
Power and Fuel,,,,,,,,,,,HDFCBANK
Other Mfr. Exp,618.41,766.53,788.25,849.95,1028.73,1256.2,1293.37,1261.81,1267.57,1616.28,HDFCBANK
Employee Cost,3400.35,3966.09,4179.8,4751.93,5704.78,6486.86,6808.7,7765.04,9529.37,10369.93,HDFCBANK
Selling and admin,1730.23,2078.17,2179.4,2545.52,2967.35,3193.82,3505.7,3758.33,4022.37,4567.67,HDFCBANK
Other Expenses,4863.57,5450.66,5811.16,7259.59,9298.62,11526.65,16103.76,19744.16,26824.75,30569.18,HDFCBANK
Other Income,5783.63,6852.62,7919.64,8996.35,10751.72,12296.5,15220.3,17625.88,23260.82,25204.89,HDFCBANK
Depreciation,542.52,651.67,671.61,656.3,705.84,833.12,906.34,1140.1,1195.85,1302.41,HDFCBANK
Interest,14989.58,19253.75,22652.9,26074.24,32629.93,36166.73,40146.49,50728.83,58626.4,55978.66,HDFCBANK
Profit before tax,7513.16,9750.62,12772.05,15328.72,18637.92,22139.08,26697.3,32199.66,36607.16,41658.99,HDFCBANK
Tax,2346.07,3024.34,4293.68,5112.8,6341.71,7589.43,9210.57,11121.49,10349.84,10542.46,HDFCBANK
Net profit,5167.09,6726.28,8478.38,10215.92,12296.21,14549.64,17486.73,21078.17,26257.32,31116.53,HDFCBANK
