Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,663.45,1019.2,1260.18,1437.82,1542.14,1631.97,1626.25,1768.87,1665.38,1885.0,JYOTHYLAB
Raw Material Cost,372.15,624.62,671.11,774.26,827.54,892.72,865.17,972.05,923.79,1031.65,JYOTHYLAB
Change in Inventory,-0.44,56.95,-5.5,13.62,-0.66,6.08,-3.57,10.25,31.78,27.33,JYOTHYLAB
Power and Fuel,14.89,21.15,19.44,21.06,19.08,19.02,21.45,25.66,27.22,26.55,JYOTHYLAB
Other Mfr. Exp,6.79,8.42,12.13,20.12,21.17,21.49,13.78,8.49,10.31,11.95,JYOTHYLAB
Employee Cost,78.06,110.61,118.69,155.86,158.19,152.09,168.0,188.66,200.48,221.01,JYOTHYLAB
Selling and admin,101.77,179.6,255.18,306.19,257.1,266.76,249.19,262.32,249.22,270.37,JYOTHYLAB
Other Expenses,6.21,7.26,14.47,7.48,29.54,25.0,40.97,35.69,36.02,33.72,JYOTHYLAB
Other Income,56.54,47.27,57.36,62.85,15.15,10.62,43.3,27.36,15.98,-4.04,JYOTHYLAB
Depreciation,17.03,61.65,61.6,70.37,54.21,54.74,56.59,58.29,75.73,77.91,JYOTHYLAB
Interest,19.43,66.08,53.11,12.03,56.46,50.89,42.35,27.82,24.78,11.72,JYOTHYLAB
Profit before tax,103.22,44.03,106.31,146.92,133.34,165.96,208.48,227.5,165.59,223.41,JYOTHYLAB
Tax,19.7,,0.19,4.13,58.82,-36.08,47.95,34.33,7.9,33.15,JYOTHYLAB
Net profit,83.52,44.04,106.11,142.79,74.52,202.05,160.54,193.17,157.69,190.26,JYOTHYLAB
