Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,32.56,32.56,32.56,32.56,32.56,32.56,32.56,32.56,32.56,31.97,POLYPLEX
Reserves,347.42,342.94,368.07,380.82,398.45,408.41,438.77,523.07,583.83,524.8,POLYPLEX
Borrowings,402.62,397.49,412.23,322.81,179.33,204.92,218.13,217.63,166.67,161.28,POLYPLEX
Other Liabilities,104.75,66.19,56.89,54.99,66.22,41.44,60.41,69.77,75.61,111.04,POLYPLEX
Total,887.35,839.18,869.75,791.18,676.56,687.33,749.87,843.03,858.67,829.09,POLYPLEX
Net Block,579.94,519.88,493.18,461.74,416.02,353.45,319.34,330.06,360.44,327.33,POLYPLEX
Capital Work in Progress,2.12,10.15,30.28,0.68,2.19,0.1,2.2,3.67,5.4,5.41,POLYPLEX
Investments,38.78,19.54,24.74,34.86,19.51,46.99,46.99,55.0,119.17,48.99,POLYPLEX
Other Assets,266.51,289.61,321.55,293.9,238.84,286.79,381.34,454.3,373.66,447.36,POLYPLEX
Total,887.35,839.18,869.75,791.18,676.56,687.33,749.87,843.03,858.67,829.09,POLYPLEX
Receivables,38.46,83.83,107.76,103.79,64.15,82.36,114.85,172.48,141.32,141.28,POLYPLEX
Inventory,114.68,114.39,124.54,94.76,89.93,119.81,136.95,164.34,143.27,151.41,POLYPLEX
Cash & Bank,55.76,10.51,5.17,9.81,5.23,2.84,4.44,4.94,7.34,41.37,POLYPLEX
No. of Equity Shares,31984600.0,32563200.0,32563200.0,32563200.0,32563200.0,31984600.0,31984600.0,31984600.0,31984600.0,31392462.0,POLYPLEX
New Bonus Shares,,,,,,,,,,,POLYPLEX
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,POLYPLEX
