Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,94.34,75.85,79.63,61.02,70.47,63.42,51.49,65.24,103.18,90.67,EASTSILK
Raw Material Cost,103.74,27.63,31.69,23.41,29.23,28.53,19.84,19.95,30.91,45.35,EASTSILK
Change in Inventory,49.05,-77.61,-22.23,-9.67,-13.2,-0.64,-1.43,-15.72,-21.97,-11.67,EASTSILK
Power and Fuel,2.66,2.89,2.78,2.8,3.03,3.44,3.88,4.05,4.17,2.79,EASTSILK
Other Mfr. Exp,12.31,12.17,10.57,2.29,11.05,12.12,12.88,12.84,13.0,11.87,EASTSILK
Employee Cost,2.64,4.85,6.16,7.81,8.64,8.53,8.3,7.51,7.75,4.65,EASTSILK
Selling and admin,8.54,7.19,8.14,9.15,7.14,7.37,3.71,4.45,8.18,6.04,EASTSILK
Other Expenses,1.36,14.41,92.68,30.62,69.53,67.01,30.11,2.77,13.87,2.53,EASTSILK
Other Income,-64.72,18.11,22.41,10.43,63.61,120.38,59.63,0.8,4.66,1.22,EASTSILK
Depreciation,21.23,17.82,15.68,20.23,13.79,10.66,8.76,7.18,5.74,4.76,EASTSILK
Interest,42.88,46.67,48.56,2.35,0.3,1.36,1.17,1.19,1.19,1.19,EASTSILK
Profit before tax,-116.69,-117.28,-136.45,-36.88,-21.83,44.14,21.04,-9.62,1.06,1.04,EASTSILK
Tax,-25.09,-21.93,,,,0.07,,0.01,,,EASTSILK
Net profit,-91.6,-95.36,-136.45,-36.88,-21.83,44.06,21.03,-9.63,1.05,1.04,EASTSILK
