Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,47.67,47.67,47.67,47.67,47.67,47.67,47.67,47.67,47.67,47.67,ENIL
Reserves,392.54,454.63,532.5,626.91,758.75,807.0,836.59,884.56,870.57,756.72,ENIL
Borrowings,,,,,250.08,123.19,103.96,,,,ENIL
Other Liabilities,74.78,87.29,96.75,114.74,123.48,157.38,166.98,210.09,389.63,303.73,ENIL
Total,514.99,589.59,676.92,789.32,1179.98,1135.24,1155.2,1142.32,1307.87,1108.12,ENIL
Net Block,149.73,120.35,91.49,53.5,371.3,714.53,674.3,692.78,835.02,659.26,ENIL
Capital Work in Progress,0.09,,0.11,,356.64,66.44,62.59,21.95,0.85,1.73,ENIL
Investments,185.03,317.83,434.42,550.38,235.44,114.57,162.31,145.77,239.73,231.66,ENIL
Other Assets,180.14,151.41,150.9,185.44,216.6,239.7,256.0,281.82,232.27,215.47,ENIL
Total,514.99,589.59,676.92,789.32,1179.98,1135.24,1155.2,1142.32,1307.87,1108.12,ENIL
Receivables,92.24,99.41,104.0,126.44,140.3,162.15,170.2,183.64,158.66,113.79,ENIL
Inventory,,,,,,,,,,,ENIL
Cash & Bank,44.33,12.24,13.76,14.24,19.77,18.59,17.97,21.43,2.02,5.59,ENIL
No. of Equity Shares,47670415.0,47670415.0,47670415.0,47670415.0,47670415.0,47670415.0,47670415.0,47670415.0,47670415.0,47670415.0,ENIL
New Bonus Shares,,,,,,,,,,,ENIL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ENIL
