Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,372.13,710.14,1001.51,1114.09,714.98,668.18,771.56,767.71,881.9,984.04,KSCL
Raw Material Cost,269.46,494.51,380.7,416.83,363.49,378.42,377.53,532.34,567.73,677.86,KSCL
Change in Inventory,128.55,179.62,6.02,-11.89,-21.98,-19.07,-20.22,120.82,100.25,150.32,KSCL
Power and Fuel,,,,,,,,,,,KSCL
Other Mfr. Exp,0.07,0.37,0.91,0.58,0.79,0.7,1.37,2.49,1.89,2.44,KSCL
Employee Cost,15.7,20.08,27.32,25.7,31.28,32.52,44.91,45.55,57.41,71.11,KSCL
Selling and admin,136.05,234.82,378.33,349.37,89.57,76.39,94.34,91.5,96.91,81.84,KSCL
Other Expenses,2.44,0.54,0.04,3.14,17.03,23.21,15.18,11.08,18.68,14.24,KSCL
Other Income,-2.73,6.33,9.67,15.29,11.67,-24.88,23.69,42.87,46.56,48.02,KSCL
Depreciation,10.01,10.6,14.37,12.28,24.98,28.49,23.35,21.18,24.31,21.32,KSCL
Interest,3.27,1.51,0.16,0.15,0.17,0.12,0.4,0.13,0.22,0.39,KSCL
Profit before tax,60.95,133.66,215.37,309.44,177.36,84.38,217.95,227.13,261.56,313.18,KSCL
Tax,2.85,3.79,4.81,7.59,5.07,5.9,7.61,12.4,10.29,7.87,KSCL
Net profit,58.1,129.87,210.56,301.84,172.28,78.47,210.34,214.73,251.27,305.31,KSCL
