Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,161.75,174.01,178.49,196.23,203.02,189.85,202.81,198.15,167.32,141.23,ORIENTLTD
Raw Material Cost,106.13,112.74,121.89,136.1,139.48,127.4,141.72,134.25,116.06,96.94,ORIENTLTD
Change in Inventory,1.42,2.69,0.79,-0.16,-1.9,0.66,2.31,3.05,3.05,-0.96,ORIENTLTD
Power and Fuel,5.46,6.17,6.95,6.84,6.59,6.8,6.79,8.45,8.02,6.73,ORIENTLTD
Other Mfr. Exp,12.28,24.17,18.39,18.58,18.73,18.79,19.65,19.96,14.96,12.72,ORIENTLTD
Employee Cost,10.32,11.85,13.86,15.31,15.22,15.86,17.59,18.85,17.57,13.92,ORIENTLTD
Selling and admin,13.35,4.2,4.15,3.93,3.98,4.17,3.66,3.61,2.84,2.18,ORIENTLTD
Other Expenses,1.23,1.72,2.31,1.8,2.12,2.18,1.09,1.66,1.75,2.57,ORIENTLTD
Other Income,6.27,0.81,0.83,0.52,0.79,0.76,2.8,1.37,2.11,2.02,ORIENTLTD
Depreciation,3.83,4.35,5.32,5.81,5.88,6.16,6.84,7.94,6.21,5.66,ORIENTLTD
Interest,2.38,3.39,5.08,5.83,5.95,6.25,4.86,6.91,6.39,6.48,ORIENTLTD
Profit before tax,14.46,8.92,2.16,2.39,3.96,3.66,5.72,0.94,-1.32,-4.91,ORIENTLTD
Tax,0.01,1.25,1.15,0.48,1.58,1.16,1.99,-0.05,0.09,-1.43,ORIENTLTD
Net profit,14.45,7.67,1.03,1.92,2.38,2.49,3.73,0.99,-1.4,-3.47,ORIENTLTD
