Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,172.86,176.03,175.1,236.66,224.37,356.25,421.71,439.96,448.05,508.54,SMCGLOBAL
Raw Material Cost,,,,,,,,,,,SMCGLOBAL
Change in Inventory,,,,,,,,,,,SMCGLOBAL
Power and Fuel,1.54,2.34,2.4,2.63,3.04,2.89,3.04,4.31,4.43,3.96,SMCGLOBAL
Other Mfr. Exp,3.23,3.14,1.11,103.34,100.62,180.38,203.98,209.15,209.62,234.12,SMCGLOBAL
Employee Cost,39.97,38.02,33.62,37.1,45.79,53.49,64.3,91.13,105.15,109.16,SMCGLOBAL
Selling and admin,94.02,97.27,28.86,39.88,38.12,43.24,46.77,51.69,37.6,24.15,SMCGLOBAL
Other Expenses,5.26,3.6,85.57,8.14,10.03,9.9,21.3,5.5,1.03,4.28,SMCGLOBAL
Other Income,0.32,2.32,6.43,4.85,4.63,2.86,3.43,3.32,4.85,6.01,SMCGLOBAL
Depreciation,6.25,5.06,3.96,5.78,3.67,3.51,4.98,9.1,13.89,11.82,SMCGLOBAL
Interest,20.41,15.83,10.6,11.82,14.02,21.19,32.61,39.1,43.63,28.25,SMCGLOBAL
Profit before tax,2.5,13.09,15.41,32.82,13.71,44.51,48.16,33.3,37.55,98.81,SMCGLOBAL
Tax,0.89,3.6,2.84,11.29,5.11,15.18,15.42,0.31,7.82,28.67,SMCGLOBAL
Net profit,1.62,9.49,12.57,21.53,8.6,29.34,32.74,33.0,29.73,70.14,SMCGLOBAL
