Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,339.41,291.38,290.13,305.81,305.94,324.88,392.98,482.85,385.29,444.2,TALBROAUTO
Raw Material Cost,193.35,166.5,158.58,175.3,177.59,178.3,219.6,268.22,209.38,226.03,TALBROAUTO
Change in Inventory,5.68,6.45,-0.63,10.73,11.06,-2.32,-2.11,-4.51,4.57,-12.22,TALBROAUTO
Power and Fuel,16.68,16.11,15.96,16.61,12.76,12.58,16.15,20.03,16.6,17.58,TALBROAUTO
Other Mfr. Exp,32.77,23.51,25.21,27.88,21.39,26.38,33.38,40.87,34.88,40.47,TALBROAUTO
Employee Cost,39.34,35.73,37.17,40.85,43.56,46.82,51.35,59.25,56.02,53.87,TALBROAUTO
Selling and admin,22.37,20.27,22.38,23.98,24.32,19.95,22.61,30.83,29.47,30.45,TALBROAUTO
Other Expenses,2.52,2.01,1.4,2.06,3.35,7.07,9.08,9.1,6.97,7.9,TALBROAUTO
Other Income,3.46,6.24,15.78,8.79,6.29,9.04,13.69,12.83,6.77,27.08,TALBROAUTO
Depreciation,10.79,9.43,8.85,8.03,12.0,12.31,14.19,17.9,19.17,22.98,TALBROAUTO
Interest,19.91,20.48,18.3,17.54,16.62,15.91,13.94,15.53,16.1,13.49,TALBROAUTO
Profit before tax,10.82,10.03,17.43,13.08,11.7,12.28,24.26,29.44,8.04,46.29,TALBROAUTO
Tax,0.19,-0.41,1.66,3.1,3.51,2.15,5.16,7.76,1.33,12.68,TALBROAUTO
Net profit,10.63,10.44,15.77,9.98,8.18,10.13,19.09,21.68,6.72,33.61,TALBROAUTO
