Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,88.2,88.2,88.2,88.2,88.2,88.2,88.2,88.2,89.28,102.68,DEEPAKFERT
Reserves,1135.3,1226.05,1402.91,1436.66,1483.47,1477.45,1527.61,1467.66,1494.33,1880.36,DEEPAKFERT
Borrowings,896.66,1123.9,961.61,1384.07,1947.67,1328.87,1368.24,674.01,800.63,779.71,DEEPAKFERT
Other Liabilities,496.98,523.0,706.47,554.79,925.43,440.76,653.41,786.77,569.94,498.92,DEEPAKFERT
Total,2617.14,2961.15,3159.19,3463.72,4444.77,3335.28,3637.46,3016.64,2954.18,3261.67,DEEPAKFERT
Net Block,1307.31,1412.7,1388.11,1350.61,1262.72,762.0,718.69,700.14,1105.63,1039.65,DEEPAKFERT
Capital Work in Progress,120.06,26.54,93.93,140.57,395.05,92.12,193.91,506.1,23.46,23.75,DEEPAKFERT
Investments,118.84,343.98,305.04,301.43,137.73,959.18,1116.21,834.75,822.59,934.08,DEEPAKFERT
Other Assets,1070.93,1177.93,1372.11,1671.11,2649.27,1521.98,1608.65,975.65,1002.5,1264.19,DEEPAKFERT
Total,2617.14,2961.15,3159.19,3463.72,4444.77,3335.28,3637.46,3016.64,2954.18,3261.67,DEEPAKFERT
Receivables,565.1,645.16,769.4,935.25,1534.35,503.85,1036.3,437.34,412.45,252.05,DEEPAKFERT
Inventory,206.46,239.78,338.76,402.96,598.06,147.97,227.22,131.6,99.98,128.54,DEEPAKFERT
Cash & Bank,145.69,102.01,92.48,38.36,208.54,84.85,78.8,63.96,186.22,102.52,DEEPAKFERT
No. of Equity Shares,88204943.0,88204943.0,88204943.0,88204943.0,88204943.0,88204943.0,88204943.0,88204943.0,89284425.0,102677088.0,DEEPAKFERT
New Bonus Shares,,,,,,,,,,,DEEPAKFERT
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,DEEPAKFERT
