Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.5,5.5,5.5,5.5,5.5,5.5,15.0,15.0,15.0,15.0,AIROLAM
Reserves,3.75,5.0,6.48,8.09,9.76,11.78,20.19,24.45,29.23,34.68,AIROLAM
Borrowings,19.74,14.74,18.39,23.09,21.48,26.05,20.15,23.0,34.31,38.22,AIROLAM
Other Liabilities,9.44,14.97,18.26,19.76,25.93,27.0,31.6,29.71,28.92,42.43,AIROLAM
Total,38.43,40.21,48.63,56.44,62.67,70.33,86.94,92.16,107.46,130.33,AIROLAM
Net Block,11.29,10.76,12.48,12.28,11.48,10.63,11.01,11.48,11.02,37.6,AIROLAM
Capital Work in Progress,,,,,,0.07,0.12,0.83,14.7,,AIROLAM
Investments,,,,,,,,0.13,0.13,0.37,AIROLAM
Other Assets,27.14,29.45,36.15,44.16,51.19,59.63,75.81,79.72,81.61,92.36,AIROLAM
Total,38.43,40.21,48.63,56.44,62.67,70.33,86.94,92.16,107.46,130.33,AIROLAM
Receivables,10.12,13.84,16.83,23.2,30.47,36.6,43.28,37.41,42.13,41.31,AIROLAM
Inventory,14.85,13.93,17.72,17.54,18.72,20.96,27.12,36.13,34.68,40.74,AIROLAM
Cash & Bank,0.23,0.59,0.56,2.07,0.71,0.59,1.33,1.92,1.05,4.78,AIROLAM
No. of Equity Shares,5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,15002000.0,15002000.0,15002000.0,15002000.0,AIROLAM
New Bonus Shares,,,,,,,,,,,AIROLAM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AIROLAM
