Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,96.84,96.84,96.5,96.5,96.5,96.5,96.5,96.5,96.44,94.02,SUPPETRO
Reserves,211.46,255.96,267.77,279.86,318.23,485.6,549.09,545.93,576.84,970.82,SUPPETRO
Borrowings,142.31,74.69,32.04,,,,,,29.28,41.06,SUPPETRO
Other Liabilities,594.04,600.93,587.33,505.06,523.24,547.61,650.16,578.43,552.5,649.44,SUPPETRO
Total,1044.65,1028.42,983.64,881.42,937.97,1129.71,1295.75,1220.86,1255.06,1755.34,SUPPETRO
Net Block,344.86,365.79,371.29,345.13,332.79,336.78,333.4,331.13,370.9,358.84,SUPPETRO
Capital Work in Progress,55.53,31.43,3.99,4.27,10.28,12.68,9.65,23.76,8.4,9.07,SUPPETRO
Investments,,,,,,,110.6,250.8,134.81,470.28,SUPPETRO
Other Assets,644.26,631.2,608.36,532.02,594.9,780.25,842.1,615.17,740.95,917.15,SUPPETRO
Total,1044.65,1028.42,983.64,881.42,937.97,1129.71,1295.75,1220.86,1255.06,1755.34,SUPPETRO
Receivables,243.29,326.6,337.2,238.96,281.16,307.39,295.26,284.69,248.08,383.34,SUPPETRO
Inventory,263.46,219.53,179.26,188.0,181.44,305.86,312.86,245.05,258.43,317.81,SUPPETRO
Cash & Bank,36.51,27.74,23.17,32.5,70.92,97.79,128.39,38.3,175.85,106.75,SUPPETRO
No. of Equity Shares,96838613.0,96838600.0,96501958.0,96501958.0,96501958.0,96501958.0,96501958.0,96501958.0,96436047.0,94020671.0,SUPPETRO
New Bonus Shares,,,,,,,,,,,SUPPETRO
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SUPPETRO
