Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,268.93,212.48,168.78,159.62,169.27,250.81,195.98,184.84,310.49,256.23,PONNIERODE
Raw Material Cost,165.04,164.2,115.63,117.54,113.22,148.46,105.64,127.67,173.32,182.57,PONNIERODE
Change in Inventory,-20.79,27.88,-1.32,0.53,-11.68,-10.88,-17.89,31.43,-25.53,13.03,PONNIERODE
Power and Fuel,21.75,18.7,23.63,20.47,17.04,21.31,27.38,41.01,36.62,22.31,PONNIERODE
Other Mfr. Exp,13.49,14.16,7.63,9.38,5.47,10.81,4.91,8.42,10.07,10.66,PONNIERODE
Employee Cost,11.12,13.22,12.03,13.34,13.59,14.37,14.87,14.27,16.5,17.81,PONNIERODE
Selling and admin,4.51,2.8,3.07,3.82,5.28,5.37,3.83,4.11,4.37,4.35,PONNIERODE
Other Expenses,0.6,0.41,6.39,1.09,1.3,1.48,0.85,1.18,2.63,1.39,PONNIERODE
Other Income,-1.03,0.48,7.66,10.84,12.44,-5.5,-9.16,1.79,4.51,6.27,PONNIERODE
Depreciation,3.29,11.61,2.84,5.66,5.64,5.7,5.68,5.93,7.39,7.31,PONNIERODE
Interest,1.19,3.58,6.71,5.12,5.87,4.75,1.97,3.47,2.68,0.54,PONNIERODE
Profit before tax,26.12,12.16,-2.81,-5.43,2.62,22.18,3.8,12.0,35.89,28.59,PONNIERODE
Tax,8.33,-6.95,1.97,-1.78,0.72,6.26,0.46,3.57,4.95,2.93,PONNIERODE
Net profit,17.79,19.11,-4.78,-3.65,1.9,15.92,3.34,8.43,30.94,25.66,PONNIERODE
