Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,16.8,16.8,16.8,16.8,17.15,25.17,25.17,25.69,25.69,25.69,SPAL
Reserves,52.17,55.31,62.47,72.34,111.31,344.88,377.32,459.76,496.33,526.46,SPAL
Borrowings,390.14,356.58,327.58,272.91,255.85,180.86,199.51,205.9,216.24,180.64,SPAL
Other Liabilities,75.39,96.82,120.34,168.36,193.74,139.32,208.86,192.93,143.26,148.37,SPAL
Total,534.5,525.51,527.19,530.41,578.05,690.23,810.86,884.28,881.52,881.16,SPAL
Net Block,301.57,292.1,277.55,268.45,279.33,300.17,306.01,314.21,439.6,437.95,SPAL
Capital Work in Progress,,,,10.0,3.57,,6.31,54.02,,10.24,SPAL
Investments,7.34,7.34,7.08,7.24,8.49,66.37,39.1,8.23,8.14,8.14,SPAL
Other Assets,225.59,226.07,242.56,244.72,286.66,323.69,459.44,507.82,433.78,424.83,SPAL
Total,534.5,525.51,527.19,530.41,578.05,690.23,810.86,884.28,881.52,881.16,SPAL
Receivables,56.96,51.28,55.25,76.18,86.04,135.18,158.24,120.73,85.72,93.87,SPAL
Inventory,123.98,127.1,126.57,108.85,129.79,102.43,187.1,247.95,227.58,241.35,SPAL
Cash & Bank,5.77,5.98,14.36,6.7,10.14,36.14,44.75,53.19,40.89,31.71,SPAL
No. of Equity Shares,16800000.0,16800000.0,16800000.0,16800000.0,17145000.0,25167600.0,25167600.0,25692600.0,25692600.0,25692600.0,SPAL
New Bonus Shares,,,,,,,,,,,SPAL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SPAL
