Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,33.07,33.07,33.07,33.07,33.08,33.08,33.08,33.08,33.08,33.08,VOLTAS
Reserves,1330.59,1449.53,1564.87,1806.44,2472.63,2951.74,3480.88,3710.07,4185.24,4951.62,VOLTAS
Borrowings,177.79,211.97,193.38,53.06,119.49,69.08,27.82,113.64,88.4,108.46,VOLTAS
Other Liabilities,2231.85,2352.74,2318.3,2355.19,2162.73,2542.43,2933.83,2963.45,3329.1,2883.64,VOLTAS
Total,3773.3,4047.31,4109.62,4247.76,4787.93,5596.33,6475.61,6820.24,7635.82,7976.8,VOLTAS
Net Block,163.95,176.09,174.68,155.76,179.25,206.21,205.6,251.96,299.63,306.41,VOLTAS
Capital Work in Progress,4.03,0.01,1.77,4.42,1.09,0.55,3.34,15.2,26.28,8.81,VOLTAS
Investments,467.4,559.84,891.41,1224.0,2033.76,2413.4,2894.3,2625.66,2641.65,3443.29,VOLTAS
Other Assets,3137.92,3311.37,3041.76,2863.58,2573.83,2976.17,3372.37,3927.42,4668.26,4218.29,VOLTAS
Total,3773.3,4047.31,4109.62,4247.76,4787.93,5596.33,6475.61,6820.24,7635.82,7976.8,VOLTAS
Receivables,1007.31,1168.26,1059.06,1149.58,1057.62,1187.97,1277.05,1394.84,1431.94,1452.28,VOLTAS
Inventory,753.77,832.74,715.33,691.49,555.26,776.03,742.3,1002.99,1460.45,1273.9,VOLTAS
Cash & Bank,205.38,258.59,208.51,148.39,132.03,213.62,199.96,236.87,201.39,324.35,VOLTAS
No. of Equity Shares,330884740.0,330884740.0,330884740.0,330884740.0,330884740.0,330884740.0,330884740.0,330884740.0,330884740.0,330884740.0,VOLTAS
New Bonus Shares,,,,,,,,,,,VOLTAS
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,VOLTAS
