Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.52,13.55,13.61,13.66,13.71,13.76,13.8,13.8,13.8,15.2,PIIND
Reserves,306.68,511.05,669.47,868.87,1140.96,1595.11,1898.4,2260.9,2577.3,5275.8,PIIND
Borrowings,249.34,217.22,122.29,114.79,151.37,120.11,83.6,49.4,518.6,327.9,PIIND
Other Liabilities,228.14,386.84,503.73,623.91,628.87,554.09,619.2,820.6,996.7,1249.6,PIIND
Total,796.68,1128.66,1309.1,1621.23,1934.91,2283.07,2615.0,3144.7,4106.4,6868.5,PIIND
Net Block,294.07,474.86,523.64,529.69,871.73,942.81,995.7,1183.9,1667.8,1865.7,PIIND
Capital Work in Progress,81.0,60.52,42.48,133.24,71.3,77.32,89.9,182.8,269.5,266.4,PIIND
Investments,1.97,1.97,1.97,1.97,1.49,83.92,161.0,122.9,454.4,1160.3,PIIND
Other Assets,419.64,591.31,741.01,956.33,990.39,1179.02,1368.4,1655.1,1714.7,3576.1,PIIND
Total,796.68,1128.66,1309.1,1621.23,1934.91,2283.07,2615.0,3144.7,4106.4,6868.5,PIIND
Receivables,171.87,262.54,256.47,382.58,397.75,423.71,526.8,661.8,548.3,620.6,PIIND
Inventory,178.75,241.75,318.76,378.21,394.8,431.95,452.0,535.7,719.9,965.2,PIIND
Cash & Bank,7.63,12.0,37.1,23.93,43.85,121.2,120.4,83.1,110.4,1558.4,PIIND
No. of Equity Shares,25048378.0,27091830.0,136109080.0,136576182.0,137127222.0,137586624.0,137907318.0,138030651.0,138284568.0,151894693.0,PIIND
New Bonus Shares,,,,,,,,,,,PIIND
Face value,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PIIND
